"Code","Name","Detail"
 CEN 206,  ENGINEERING ANALYSIS AND DESIGN DCC,"i ENGINEERING PLANNING AND DESIGN 4 Introduction, Planning and design as problem-solving processes, Engineering planning and design process, Problem formulation phase Feasibility study and concept of design  2 REVIEW OF STATISTICS 6 Distribution of sampling statistics, parameters estimations, statistical models, Data display, data Analysis  3 RISK AND RELIABILITY ANALYSIS 6 Measures of reliability, uncertainty in reliability assessments, Reliability limits, Bayesian revision of reliability, Hazard function  4 OPTIMIZATION 6 Introduction, One-Dimensional Unconstrained Minimization, Theory Related to Single Variable (Univariate) Minimization, Unimodality and Bracketing the Minimum, Fibonacci Method, Golden Section Method, Polynomial-Based Methods, Shubert-Piyavskii Method for Optimization of Non-unimodal Functions, Zero of a Function  St UNCONSTRAINED OPTIMIZATION 8  Necessary and Sufficient Conditions for Optimality, Convexity, Basic Concepts Starting Design, Direction Vector, and Step Size, The Steepest Descent Method, The Conjugate Gradient Method, Newton’s Method, Quasi-Newton Methods, Approximate Line Search  6  TIME SERIES 8 Stochastic Process, Autocovariance and auto correlation functions, Partial autocorrelation function, White noise processes, Moving average and autoregressive representations  Ts SIMULATION 4    Random Numbers, The Bootstrap Method, Generating Discrete Random Continuous and Normal Random Variables, Simulation models        Course"
   CEN 207,  STRUCTURAL ANALYSIS - I DCC,"   1  TRAVELLING LOADS  Maximum Shear Force and Bending Moment diagrams for simply supported beams carrying following moving loads-  i) A Single Concentrated Load  ii) Uniformly Distributed Load  iii)  Two Concentrated Loads fixed distance apart  iv) Series of Concentrated Loads  Enveloping parabola, equivalent udl for BM and SF in each of the above cases  7                  2 INFLUENCE LINES 7 Influence lines for reactions, BM  SF for simply supported beam and panelled girders Influence lines for forces in trusses with top horizontal and curved both, reversal of stresses, use of influence lines for calculating design forces due to dead load and moving live loads Influence lines using Muller Breslau principle, Maxwell’s reciprocal theorem  3  ARCHES 6 Three hinged arches, BM, radial shear and normal thrust at any section of a parabolic and segmental arch due to simple cases of loading Moving loads on three hinged arches Change in rise of the arch due to change in temperature Three hinged spandrel braced arches subjected to static and moving loads  4 SUSPENSION BRIDGES 5 Un-stiffened suspension bridges, maximum tension in the suspension cable and backstays, pressure on towers  5 DEFLECTION OF BEAMS 4 Deflection of determinate beams using unit load method and Castigliano’s theorem I method  6 DEFLECTION OF PERFECT TRUSESS 4 Deflection of joints in trusses subjected to static loading by Castigliano’s strain energy theorem method, Unit load method and Williot Mohr diagram method  qT SPACE FRAMES 5 Analysis of space frames by method of tension coefficients and by equilibrium method  8 INDETERMINATE STRUCTURES 4    Introduction to Indeterminate Structures, Determination of kinematic and static indeterminacy of beams, frames and trusses Introduction to methods of analysis of indeterminate structuresList of Experiments  No of Turns                                                    1_ To perform tension and compression test for steel 1 2  To perform bending and shear test for steel 1 3 To study the behaviour of columns and struts under different end 1 “_ conditions 4 _ To verify Maxwell's Reciprocal Theorem 1 5 _ To study the behaviour of three hinged arch 1 6_ To determine deflection of curved beams 1 7_ To determine deflection of trusses 1 8 _ To verify moment area theorem regarding slope and deflection in a beam 1 9  To study various commands of the software for analysis of structures 2 10  To analyse simple beams using software 2 11  To analyse continuous beams using software 2 Course"
   CEN 208,  REINFORCED CONCRETE DESIGN DCC,"a PROPERTIES OF CONCRETE 5 Materials for concrete and their properties, concrete as composite material, properties of concrete in fresh and hardened state, workability, strength and durability, factors affecting workability, strength and durability, Indian Standard method of  proportioning concrete mixes  2 REINFORCED CONCRETE 4 Design Loads, design philosophies, Working Stress method, Ultimate load method and limit state method of design, characteristic strength, characteristic load, design values and partial safety factors, stress strain relationship for concrete and steel  3 DESIGN AND DETAILING OF BEAMS 8 Singly reinforced beams, modes of failure, moment of resistance and design of beams for flexure, analysis and design of doubly reinforced and flanged beams Shear, bond, torsion Limit state of serviceability, control of cracking, deflection and vibrations, design of continuous beams by co-efficient method as per IS code Introduction to design of beams using software  4 DESIGN AND DETAILING OF SLABS 4 One way slabs, two way slabs, continuous slabs  5  DESIGN OF COLUMNS 5 Types of columns, short columns, long columns, columns with helical reinforcement  6  FOUNDATIONS 5 Design concepts of isolated and combined rectangular footings, design of masonry walls and their footings  t, STAIR CASES 3 Design of different type of stairs  3 RETAINING WALLS 4   Types of retaining walls, stability criteria, design of cantilever retaining walls  PRE STRESSED CONCRETE 4  9 Introduction to prestressed concrete, methods of prestressing, losses of prestress, analysis of simple prestressed beams"
   CEN-209,  OPEN CHANNEL HYDRAULICS DCC,"es INTRODUCTION 4 1 Definition of Open channel flow, Comparison between Open Channel flow and Pipe Flow,  Types of Channels, Classification of flow, Velocity Distribution, One Dimensional Method of flow analysis, Pressure distribution, Equation of continuity UNIFORM FLOW 4 A Its properties and basic resistance equations, Variation of roughness coefficient,  Conveyance of Channel, Section factor and normal depth, Most efficient flow section- rectangular, triangular, trapezoidal and circular    ENERGY, MOMENTUM EQUATIONS AND CRITICAL FLOW 6 Energy and specific energy in an open channel, properties of critical flow, critical depth for 3 rectangular and trapezoidal channel, alternate depth, application of specific energy to transition and broad crested weir, momentum and specific force in an open channel,  channel control, specific energy and specific force curve    GRADUALLY VARIED FLOW — THEORY AND LIMITATION 5 4 Classification of water surface profile and channel slopes, profile computations methods, free overfall, Numerical Solution of Steady Gradually Varied Flow Equations    RAPIDLY VARIED FLOW 5 Hydraulic jump, its location, control and stabilization, characteristics of hydraulic jump in rectangular channel, Loss of energy in hydraulic jump, Flow over spillways  nw    UNSTEADY FLOW 4 Basic Equation, Uniformly Progressive Wave, Surges, Saint Venant Equations    FLUVIAL HYDRAULICS AND FLOW MEASUREMENTS 9 Shields diagram, regimes theories and applications, resistance to flow in mobile bed channels regime channels and design aggradation and degradation of alluvial streams, bridge and abutment, flow over spillways, sluice gates    HYDRAULIC MACHINES 5 Introduction to Pumps and turbines, Heads and efficiencies of turbine and pumps, Classification of Hydraulic Turbines and pumps, components of Turbines and Pumps, Euler Turbine equation, Components of Power Produced          Course"
 ESC 102, 5 FLUID MECHANICS  ESC,"   1  INTRODUCTION  Fluids, Brief history of Fluid Mechanics, Properties of Fluid, Viscosity, Capillarity, Surface Tension, Compressibility, Normal and Shear Stresses in Fluid Flows, Regimes of Flow, Laminar Flow, Turbulent Flow and Rotational Flow  4    FLUID STATICS  Pascal’s Law of measurement of pressure, Types of forces on a fluid system, manometers and gauges, forces on partially and fully submerged bodies including that on curved surfaces, Buoyancy, stability of floating bodies, centre of gravity, Metacentric height    KINEMATICS OF FLUID FLOW  Langrangian and Eulerian methods, description of properties in a moving fluid, local and convective acceleration, Streamlines, Path lines, Streak lines, Laplace equation, Stream function, velocity potential and flownets    DYNAMICS OF FLUID FLOW  Equation of conservation of mass, differential form of continuity equation External forces, Euler’s equation of motion, Bemmoulli’s equation, simple application to one dimensional flow, linear momentum and angular momentum, momentum theorem, moment of momentum theorem    VISCOUS FLOW  Pressure gradient in steady uniform flow, flow between parallel plates, Qualitative aspects of viscous flows, Hagen-Poiseulli’s flow, Transition from laminar to turbulent flow, turbulent flow in circular pipe, Navier Stokes equation (without derivation)    FLOW THROUGH PIPES  Introduction, energy and hydraulics grade line, non-dimensional formulation of the pipe flow problem, head losses in pipes  pipe fittings, pipe in series  parallel, reservoir problem    DIMENSIONAL ANALYSIS AND SIMILITUDE Buckingham’s Theorem, non-dimensional groups, Reynold’s Number, Geometric, Kinematic and Dynamic Similarity, Hydraulic Models        FLOW MEASUREMENT Venturimeter, orifice meter, Pitot tube, Orifices, mouth pieces, notches, weirs, Current    meter@ Z e 2 g  List of Experiments  Z 35    To measure the Flow Velocity by Orifice Meter    To measure the Flow Velocity by Venturimeter    To measure the Flow Velocity by V Notch      Determination of Minor losses in pipes    Determination of friction factors of pipes    Verification of Bernoulli’s theorem      2 2 2 Computation of various coefficients involving in through orifice 1 2 2 2 1  wlafalula}u}ro)e  To determination of the metacentric height of a given vessel under unloaded condition        Course"
  CEN 301, 5 DESIGN OF STEEL STRUCTURES DCC," 1 INTRODUCTION 4 Introduction to steel and steel structures, Introduction to design, Design loads and load combinations, limit state design, allowable stresses in structural steel  2 DESIGN OF BOLTED CONNECTIONS 5 Terminology, Types of bolted connections, Modes of failure, Design of bolted connections for direct loads, for joints subjected to moment perpendicular to and in the plane of joint  3 DESIGN OF WELDED CONNECTIONS 5 Terminology, Types of welded connections, Modes of failure, Design of welded connections for direct loads, for joints subjected to moment perpendicular to and in the plane of joint  4 DESIGN OF TENSION MEMBERS § Types of Tension members, strength of tension members, design criteria for tension members, tension member splices, lug angles  5  DESIGN OF COMPRESSION MEMBERS 7 Types of compression members, Buckling classes of compression members, design of compression members, design of laced and battened columns  6 DESIGN OF BEAMS 7 Design criteria for steel beams, web buckling, web crippling, design of built up beams, laterally supported beams, introduction to torsional buckling Introduction to design of welded plate girder  a ROOF TRUSS 5 Introduction, Types of trusses, Roof coverings, Detailed design of steel roof truss subjected to dead, live and wind loads Introduction to design of roof trusses using software  8 PLASTIC DESIGN 4 Introduction to plastic design, Moment curvature relationship, shape factor, plastic hinges, plastic moment of a section  List of Drawings No of Turns  1__ To prepare detailed working drawing for various types of bolted connections 2  2  To prepare detailed working drawing for various types of welded connections 2  3__ To prepare detailed working drawings for laced and battened columns 2  4_ To prepare detailed working drawings of built up beams 2  5__ To analyse steel roof truss using software 2  6__ To prepare detailed working drawings of roof truss and its components 4Course"
 CEN 302, FOUNDATION ENGINEERING DCC,"    1  BEARING CAPACITY  Ultimate and allowable bearing pressure general, local and punching shear failures 6 Bearing capacity theories corrections for size, shape, depth, eccentricity of loading, water table etc, Presumptive bearing capacities, Codal provisions    SHALLOW FOUNDATIONS 2  Design considerations - factors of safety, allowable settlements, location and depth of 6 foundations, Codal provisions and Layered soils Choice of shear strength parameters, Total and differential settlement Stress distribution, Consolidation settlement in clays (with correction factors), Settlement computation from N-values    PILE FOUNDATIONS 3  Types of piles, Axial capacity of single piles — dynamic and Static formula, Skin friction and end bearing in sands and clays Axial capacity of pile groups, group 6  efficiency, Settlement of single piles and groups, Negative skin friction, Pile load tests, Codal provisions    CASSION AND WELL FOUNDATIONS 4  Types of Caissons, scour depth, component parts of well foundation, Design 5 Criterion, Estimation of allowable bearing pressure, well sinking, tilt and shift    SLOPE STABILITY 5  Finite and infinite slopes, Critical failure surface, factor of safety, Swedish circle 5 method, Friction circle method, Bishop’s Method, Stability Number, Taylor’s stability chart, Causes of failure in earthen dams and remedial measures    6  GEOSYNTHETICS 4 Types, Properties, Functions of Geosynthetics, Functional requirements related to endurance and degradation        GROUND IMPROVEMENT  7  Mechanical soil stabilization, Mixing additives, Compaction piles, compaction by 5 dynamic loads, Pre-loading using sand drain, Reinforced soil, Geotextiles SOIL DYNAMICS  8  Engineering problems involving soil dynamics Dynamic loading, Theory of 5  Vibrations, Types of machine foundations, Design criteria for machine foundations, Codal provisionsSr  List of Experiments  Number of turns    To identify Expansive Soil    To determine Free and Differential swell for expansive soil    To determine Swell Pressure of expansive soil    To demonstrate Plate Load test    $9) G2 TBS) Ee  To demonstrate Standard Penetration test    To conduct In-situ Vane shear test    aS    To determine Tensile strength of Geotextiles        Course outcomes    By the end of the course, the student will be able to  1  Design suitable foundation for different structures under varied field conditions  2 Take engineering decisions to improve the ground for the purpose of construction of structures                        3 Analyse and design the machine foundations"
   CEN 303,  STRUCTURAL ANALYSIS - IT DCC,"   Ts  SLOPE DEFLECTION METHOD Derivation of general slope deflection equation, its application to statically indeterminate beams, portal frames with and without sway, yielding of supports  5    MOMENT DISTRIBUTION METHOD Introduction, stiffness factor, carry over factor, distribution factor, application to indeterminate beams, portal frames with and without sway, yielding of supports    ANALYSIS OF FRAMES Approximate analysis of frames by Portal method, Cantilever method and Substitute frame method Introduction to analysis of frames by using software    INDETERMINATE TRUSSES  Method of least work , Castigaliano’s 2"" theorem-its derivation and application, Analysis of plane trusses with maximum of two redundancies, forces in various members of a plane redundant truss due to lack of fit of members    TWO HINGED ARCHES  Analysis of parabolic arch with secant variation of moment of inertia Influence lines for different parameters, reaction locus and its application, effect of temperature, yielding of supports Analysis of two hinged spandrel braced arches, reaction locus and its use    MATRIX METHODS  Introduction to stiffness and flexibility method, application of flexibility method to simple trusses, continuous beams, single storey single bay frames, application of stiffness method to beams, trusses and single storey single bay frames    FINITE ELEMENT METHOD Introduction, Basic principle, Discretisation, Convergence criteria, Applications"
   CEN 304,  TRANSPORTATION ENGINEERING- IT DCC," A Railways 1 INTRODUCTION 3  Indian Railways system, gauges, comparison of gauges, advantages of unigauge system, Ideal permanent way, Components of permanent way Rails, Sleepers and        Ballast  2 GEOMETRIC DESIGN 4 Geometric Design of the Railway Track, Curve, Cant, Cant deficiency  3 POINTS AND CROSSING 4 Layout plans of simple cross overs, turnouts, diamond crossing, design aspects  4 STATIONS AND YARDS 3  Site selection, different types of stations and their layout, junctions and terminals, marshalling yards, level crossing      D PERMANENT WAY CONSTRUCTION  MAINTENANCE 2 Laying of tracks, Joints and fixtures, Creep, Maintenance 6 SIGNALLING  INTERLOCKING 4  Objectives, different types of signals and their location in station yards, interlocking, requirements of interlocking system    B Airports    t, INTRODUCTION 3 Classification of airports, Aircraft characteristics, regulatory bodies, Terminology, air travel demand forecasting, air traffic control systems    8 AIRPORT PLANNING 5 Site Selection, Requirements, Zoning laws, Types of runway patterns, Runway layout conditions, length and width, Wind rose diagram, mmnway orientation, clearance, apron area, Taxiways, Airport capacity, Terminal area, Hangers, Airport markings, Lighting    9 AIRPORT PAVEMENT DESIGN 6 Airport Pavement Design, factors affecting pavement thickness, methods for flexible and rigid pavements    10  AIRPORT MAINTENANCE AND REHABILITATION 3 Types of failures in air field pavements, pavement evaluation, repair techniques, design of overlays    11  AIRPORT DRAINAGE 3 Surface and subsurface drainage, Runoff estimation, Structures and materials for drainage      12  INTELLIGENT TRANSPORT SYSTEMS 2 Concepts, application of Electronic Systems in Transportation, system of tracking and tackling the congestion in the various transportation systemsCourse"
   CEN 305,  ENVIRONMENTAL ENGINEERING - IT DCC,"  1  INTRODUCTION Pollution due to improper disposal of wastewater and land pollution, River cleaning plans  3    SEWAGE AND SEWERAGE  Types of sewage, characteristics of sewage, separate and combined systems of sewerage Sewer materials and appurtenances  Estimation of sanitary and storm sewage, variation in the sewage flow, design of sewers, softwares, design of rainwater harvesting systems    WASTEWATER TREATMENT  Preliminary, Primary and Secondary treatment processes, suspended and attached growth systems such as SAFFR, MBBR, UASBR, SBR, design, operation and maintenance, effluent disposal, river water quality management  sludge disposal dewatering, digestion, disposal,  advanced wastewater treatment systems, tertiary treatment and wastewater reuse  12      SOLID WASTE MANAGEMENT  Municipal solid waste (MSW), Composition, Collection, transport, treatment and disposal, Integrated solid waste management  Treatment methods - thermal and biological treatment  Hazardous waste Types and nature of hazardous waste as per the HW Schedules of regulating authorities  Effects of solid waste on environment effects on air, land, water- surface and ground, health hazards        LIST OF PRACTICALS Numbers of turns    Sr No  Name of Experiment    1  Determination of quality parameters of water like alkalinity/acidity/pH/Hardness etc and relationship thereof  vu    Determination of total, suspended, dissolved, volatile and fixed solids    Determination of chlorine dose/residual chlorine    Estimation of the optimum alum dose for coagulation    Determination of microbial water quality and MPN    Di] wybs  Determination of biochemical oxygen demand/ chemical oxygen demand (BOD  COD)      Determination of Sludge volume index (SVI)    eS  Estimation of Most Probable Number (MPN)          Determination of the ammonical nitrogen/Kjeldahl nitrogen of the sample10  Measurement of ambient air quality 1 11  Analysis of specific pollutants of land pollution like organics, heavy metals etc 2 12  Adsorption kinetics 1        Course"
   CEN 401,   IRRIGATION ENGINEERING  HYDRAULICS STRUCTURES  DEC,"es    INTRODUCTION (5) 1s Definition, Necessity of irrigation, planning of irrigation project, Benefits of irrigation, Ill- effects of irrigation, Types of irrigation system    Methods of Irrigation (6) Classification of irrigation methods, Factors affecting the selection of irrigation methods, Surface irrigation methods, Sprinkler irrigation method, Sub-Surface irrigation methods, Canal Irrigation, Classification of ligation Canals, Distribution system for Canal irrigation    Water Requirements of Crops (7) Limiting soil moisture Conditions, Depth of water applied during irrigation and frequency of irrigation, Crop seasons and crops of India, Crop period, Base period, Duty of water and Delta, Factors affecting Duty of water, Methods of Improving Duty of water, Commanded areas and intensity of irrigation, GCA, CCA, Time factor, Full supply coefficient Nominal duty, Soil crop water relationship and Soil fertility, Consumptive use of Water, Evapotranspiration excluding empirical formulae, Irrigation Efficiencies, Irrigation requirements of Crops, Assessment of irrigation water Charges    Canal Irrigation (6) Silt theories-Kennedy’s theory, Lacey’s theory, Drawbacks in Kennedy’s  Lacey’s theories, comparison of Lacey’s and Kennedy’s theories, Design of unlined canal based on Kennedy  Lacey’s theories, suspended and bed loads, design of lined canals    RIVER TRAINING AND DIVERSION HEAD WORKS (8) River types and stages, Objectives and Classification of river training, Methods of river training, Seepage analysis of Weir/ Barrage, Design of Glacis Weir, Layout of a Diversion Head Works and its components    CANAL REGULATION WORKS (6) Definition and Location of Canal Falls, Types of Canal Falls, Distributary Head Regulator, Cross Regulator, Alignment of the off-taking channel, Design of Cross Regulator and Distributary Head Regulator, Outlet, Canal Escape      CROSS DRAINAGE WORKS (7) Introduction, Types of cross drainage works, Selection of a suitable type of Cross Drainage ZT work, Various Types of Aqueducts and Syphon-Aqueducts, Design Consideration of Cross Drainage workCourse"
  CEN 402,  CONSTRUCTION MANAGEMENT DEC,"  1  INTRODUCTION Project Management, Project Planning, Scheduling, Controlling, Methods of Planning and Programming, Bar Carts and Milestone Charts and Network Methods/Techniques    PERT (PROGRAMME EVOLUTION AND REVIEW TECHNIQUE) Definitions, Time Estimates, Frequency Distribution, Mean, Variance and Standard Deviation, Probability Distribution, Beta Distribution, Expected Time, Time Computation, Network Analysis, Critical Path    CPM (CRITICAL PATH METHOD)  CPM Networks, Earliest Event Time, Latest Allowable Occurrence Time, Earliest Start time, Earliest Finish Time, Latest Start Time, Latest Finish Time, Float, Critical Activity and Critical Path    CPM (COST MODEL) Project Cost, Direct Project Cost, Indirect Project Cost, Total Project Cost and Optimum Duration, Slope of Direct Cost Curve, Steps in Time Cost Optimization    CONSTRUCTION EQUIPMENT  Classification of Major Equipment, Earth Excavating Equipment, Earth Cutting and Hauling Equipment, Earth Compacting and Grading Equipment, Concreting Plant and Equipment    SELECTION OF CONSTRUCTION EQUIPMENT Task Considerations, Cost Considerations, Equipment Engineering Considerations, Equipment Acquisition Options    CPM (UPDATING) Updating Process, Data Required for Updating, Steps in the Process of Updating, When to Update PPT/BOT Techniques and its variance        RESOURCES ALLOCATION Resources usage profiles  Histograms, Resources Smoothing, Resources Leveling Risk associated in construction project ManagementCourse"
  CEN 403,  CONCRETE TECHNOLOGY DEC," 1  STRUCTURE OF CONCRETE 4 Material properties, Workability of fresh concrete, rheology of concrete, parameters affecting strength of hardened concrete Elasticity, shrinkage and creep of concrete  2 DURABILITY OF HARDENED CONCRETE 6 permeability of concrete, effect of carbonation, acid attack on concrete, chloride and sulfate attack on concrete, efflorescence, abrasion of concrete, alkali-silica reaction, effect of freezing and thawing in concrete  3  ADMIXTURES IN CONCRETE 7 Types of chemical admixtures and their uses, Types of mineral admixtures - flyash, silica fumes, Ground Granulated Blast Furnace Slag etc and their use in concrete  4 HIGH STRENGTH CONCRETE 4 Definition, materials used for HSC, properties of HSC, uses of HSC  5) HIGH PERFORMANCE CONCRETE 4 Definition, materials used for HPC, properties of HPC, uses of HPC  6 6 SELF COMPACTING CONCRETE Definition, materials used for SCC, properties of SCC, various tests of SCC, uses of SCC  7  FIBER REINFORCED CONCRETE 4 Use of different types of fibers in concrete, properties of FRC, uses of FRC  8  POLYMER CONCRETE 5 Different types of polymer concretes, properties and their uses"
   CEN 404,  ENGINEERING GEOLOGY DEC," GENERAL GEOLOGY (1) (i) Physiographic features of India 7 (ii) Branches of Geology and importance of Engineering Geology e (iii) Weathering, types and their effects (iv) Geological work of streams as agent of erosion, transportation and 7 deposition @) (v) Geological work of winds as an agent of erosion, transportation and () deposition (vi) Geological work of Glaciers and agent of erosion, transportation and Q) deposition 2 STRATIGRAPHY (i) Standard geological time scale, unit  fossils Q (ii) Age, distribution, life classification and economic importance ) of Archean system Guddapah system Vindhyan system (4) 3 STRUCTURAL GEOLOGY (i) Stratification, dip, strike and unconformities (2) (ii) Folds their classification , causes, Engineering consideration (2) (iii) Faults their classification, causes, Engineering consideration (2) 4 MINERALOGY AND PETROLOY (i) Crystals, crystallographic axes, Cubic, Tetragonal and Orthorhombic @) systems (ii) Important physical properties of minerals (2) (iii) Origin, mode of occurrence and distribution of Coal and Petroleum (2) (iv) Formation, textures, structure, Classification, and Engineering, @) Characteristic of rocks St ENGINEERING GEOLOGY (i) Characteristics of good building stones, their uses and distribution in ql) India 2 (ii) Geological Considerations in Tunnels, Highway, Foundations, Dams, and Reservoirs (2) (iii) Earthquakes waves, intensity recording of earthquakes, seismic zones (2) in India, Aseimic construction (iv) Ground water, aquifers, cone of depression, artesian, wells, water (2) retaining capacity of the rocks (v) Landslides and land subsidence, classification, factors causing, mass moments ql)     preventive measures (vi) Formation, genetic classification, erosion, preventive measures, of soilsSr  List of Experiments No of No Turns To determine the physical properties of minerals 3    Examination of typical rock-forming and ore minerals    Elementary study of crystals models    Examination of rocks used for engineering purposes    Study of structural models    Simple dip and strike problems    Map work finding out out-crop, drawing cross-section and understand geological history    POET] Oy fn ee Sa a a      Map dealing with location of dam and tunnel sites      Courses"
   CEN 405,  GROUND IMPROVEMENT TECHNIQUES DEC,"  Introduction  Soil improvement Techniques, Principles of Ground Improvement, Depth of 4 improvement, Environmental considerations Vibro Compaction  2  Compaction using vibratory probes, Vibro techniques, Vibro equipment, Vibro 5 Compaction and replacement process, Compaction Piles Preloading techniques   3  Preloading techniques with Sand drains, Sand wicks, Vertical and radial consolidation and construction methods 6 Soil Stabilization   4  Mechanical stabilization , Stabilization using admixtures- lime, Cement, fly ash, 6 Granulated blast furnace slag, Rice husk etc Chemical stabilization, Thermal treatment, Introduction to bio technical stabilization  Grouting Systems  5 Types of grout, Grouting methods- Jet grouting, Permeation grouting, 6 Displacement grouting, Grouting pressure, Chemical grouting and Compaction grouting, Commonly used chemicals, grouting operations, applications, Grouted Columns  6  Stone columns 4 Stone columns, their effectiveness, Construction techniques, Design aspects  7  Geosynthetics  Family of Geosynthetics-Geotextiles, Geogrids, Geonets, Geomembranes, 6 Geocomposites, Geocells, Properties and test methods, Functions, Design methods for separation, stabilization, filtration, Drainage, Physical and strength properties of Geosynthetics, behaviour of soils on reinforcement, Effect on Strength, Bearing capacity, Compaction and Permeability  8  Introduction to Reinforced Earth  Types of reinforcement, Load transfer mechanism and strength development, 5 Construction of flyovers using Reinforced earth walls, Anchored Earth Nailing, Reinforced earth retaining walls, Reinforcement of soil beneath foundations          Course outcomes      By the 1 23  end of the course, the students will be able to  Select appropriate technique for the Ground Improvement comparing its merits and demerits  Design and supervise the construction for the chosen technique"
 CEN 406,  ADVANCED REINFORCED CONCRETE DESIGN  SPI,"   1  DESIGN OF FOUNDATIONS Design of combined trapezoidal and strap beam footings, design of raft foundations, pile foundations and pile caps  9    RETAINING WALLS Components of counterfort retaining wall, stability criteria, Complete design and detailing of counterfort retaining walls    BUILDING FRAMES  Design loads on building frames including wind and earthquake loads, Earthquake resistant design using software, Introduction to IS 13920 and concepts of ductile detailing in building frames    BEAMS CURVED IN PLAN Design of circular beams supported on symmetrically placed columns, semi circular beams supported on equally spaced columns    DOMES Types of domes, analysis and design of RCC spherical and conical domes, openings in domes    LIQUID RETAINING STRUCTURES Design concepts of liquid retaining structures, Design of tanks resting on ground, underground tanks and overhead service reservoirs, staging and foundation design          List of Drawings No of Turns    To prepare detailed drawings of combined trapezoidal and strap beam footing    To prepare detailed drawing of raft foundation    To prepare detailed drawing of pile foundation    To prepare detailed drawing of counterfort retaining wall    To prepare detailed drawing of tanks resting on ground    To prepare detailed drawing of underground tanks    To prepare detailed drawing of OHSR    wlafalula}u}ro]—      To prepare detailed ductile detailing drawings of building frames  Blwlele lr fe lr]      \Course"
   CEN 407,  EARTHQUAKE RESISTANT DESIGN AND DETAILING,"   Ts  SEISMOLOGY  Earthquake phenomenon, causes of earthquakes, Characteristics of Seismic waves, Magnitude and Intensity of an earthquake, Measurement scales, Earthquake measuring instruments, Seismic zones of India  7    EARTHQUAKE MEASUREMENT  Time History Records and Frequency Contents of Ground Motion, Concept of Response Spectrums of Earthquake, Combined D-V-A Spectrum and Construction of Design Spectrum    SEISMIC RESISTANT DESIGN  Codal requirements for seismic resistant design, regular and irregular configurations of structures, basic assumptions, design earthquake loads, load combinations, permissible stresses, seismic methods of analysis    SEISMIC DESIGN OF REINFORCED CONCRETE BUILDINGS  Principles of earthquake resistant design of RC members, Structural models for framed buildings, Determination of design lateral forces, Lateral distribution of base shear, seismic design of building frames, design of soft storey components, and design of cantilevers for vertical and horizontal ground motion    SEISMIC DESIGN OF MASONRY BUILDINGS  Elastic properties of masonry assemblage, Categories of masonry buildings, Behaviour of unreinforced and reinforced masonry walls, Box action and bands, Behaviour of infill walls, Improving seismic behaviour of masonry buildings        DUCTILITY PROVISIONS IN EARTHQUAKE RESISTANT DESIGN OF RC BUILDINGS  Introduction, Importance of Ductility, Requirements for Ductility, Factors affecting Ductility, Ductile detailing considerations as per IS 13920 Behaviour of beams, columns and joints in RC buildings during earthquakes\Course"
   CEN 408,  ADVANCED STEEL DESIGN SPI,"   Te PLATE GIRDER 6 Components of plate girder, Economical depth, Post buckling behaviour of web, Detailed design of welded plate girder including design of web, flanges, stiffeners, web splices, flange splices and connections      2 STEEL TANKS 6 Design concepts of steel tanks, Detailed design of elevated steel tanks and the staging  3 TRUSSED RAILWAY BRIDGE 12  Design of a single track through type trussed railway bridge with lattice girders having parallel chords, Design of Stringer, Cross girder, Main Girders various members and their joints, Portal  Sway Bracing, Rocker  Roller Bearing, Elastomeric bearing    4 INDUSTRIAL BUILDINGS 8 Design of Industrial building frames, bracing, gantry girders, stepped columns and column bases    5  PLASTIC DESIGN 5 Design of continuous beams and single storey single bay frames using plastic design approach    6  TOWERS 2 Transmission line towers, Tower configurations, design loads, Analysis of transmission towers, cellular towers and its design            List of Drawings No of Turns To prepare detailed structural drawings of plate girder  To prepare detailed structural drawings of steel tank  To prepare detailed structural drawings of trussed railway bridge  To prepare detailed structural drawings of various components of an industrial building To prepare drawings of various configuration of transmission towers            wf a{wfrole      mB] rla fro}      \Course"
  CEN 409,  ADVANCED STRUCTURAL ANALYSIS SPI,"   Ms MATRIX APPROACH TO FLEXIBILITY METHOD 8  Development of flexibility matrices for beam, 2D frame, grid and truss elements, Analysis of 2D frames, trusses and grids    2 MATRIX APPROACH TO STIFFNESS METHOD 10 Development of stiffness matrices for beam, 2D frame, grid and truss elements, Transformation of coordinates, Element load vector, Assembly of global stiffness matrix and load vector, Analysis of 2D frames, trusses and grids    3 PARTIALLY DISCONTINUOUS STRUCTURES 6 Partial discontinuities in a member, Development of stiffness matrices for members with partially discontinuity, Analysis of partially discontinuous beams    4 FINITE ELEMENT METHOD 8 Introduction, Basic Concepts of Finite Element Method, Introduction to Elasticity, Steps in Finite Element Method, Virtual Work and Variational Principle, Galerkin Method    5 DISPLACEMENT APPROACH OF FINITE ELEMENT METHOD 10 Introduction, Element Properties and shape functions- Natural Coordinates, Triangular Elements, Rectangular Elements, Lagrange and Serendipity Elements, Isoparametric Fomnulation, Numerical Integration, Finite Element Analysis of Continuous Beams          Course"
