"Code","Name","Detail"
" MIN 209"," IRON MAKING TECHNOLOGY"," INTRODUCTION TO PROCESS DETAILS 1 Tron ores-classification its type and characteristics Scope of iron making industry in India # and nature of the indigenous raw materials Quality parameters of iron ore CONSTRUCTIONAL DETAILS 2 Design and description of various parts of BF and their function Refractories at different # locations of Blast furnace RECENT ADVANCES IN PROCESS AND ITS CONTROL 3 Recent improvements in the blast furnace design, operation ie high top pressure, humidity 8 control, oxygen enrichment and fuel and lime injection through tuyeres Irregularities in the blast furnace and their prevention Advances to the control of the process FUEL FEED FOR BLAST FURNACE AND TESTING Classification of fuels (solid, liquid and gas), their processing and their importance in blast 4 furnace Coking of coal, coal washing Testing of coke for blast furnace Problems of  5 metallurgical grade coke in India and recent developments in coke making and blending Principles of theory of combustion, combustion calculation, waste heat utilization AGGLOMERATION OF FEED FOR BLAST FURNACE 5 Mechanism and processing variable for optimization of process of agglomeration- 5 Pallelization, Sintering, Nodulizing Process PHYSIO CHEMICAL CHANGES IN BLAST FURNACE 6 Smelting of Iron Ore in the BF, various reactions The analysis of Solid-Gas and Slag- 7 Metal Reactions on the basis of Physio Chemical Principles Mechanism and rates of these reactions The behaviour of impurities and the nature of BF Slags 7 ALTERNATIVE TECHNOLOGIES FOR IRON MAKING 3 Sponge iron technology, Production of DR iron and its Course"
" MIN 210","  POLYMER TECHNOLOGY"," INTRODUCTION  1 Basic concept, Classification, Chemical bonding and molecular forces in polymers, 2 Thermoplastics and thermosets  ELECTRICAL PROPERTIES  2 Basic concepts, dielectric and relaxation of polymers, Mechanism of relaxation, 8 Experimental methods to study dielectric properties of polymers, Dielectric behavior of polyethylene  OPTICAL PROPERTIES  3 Conditions of optical activity in macro molecular systems, Prediction of configurations, i Dissymmetry in macromolecular structure, Optical testing of polymers  THERMAL PROPERTIES  4 Heat capacity, Heat capacity of crystalline and amorphous polymers, Thermal 7 conductivity Thermal analysis of polymers (DTA and TGA) OTHER PROPERTIES  5 Dynamic modulus of elasticity, Less modulus, Viscosity of propagation and absorption 7 coefficient of elastic waves in polymers, Degradation of Polymers  6 PROCESSING TECHNIQUE > Compounding and vulcanization  POLYMER FIBER  7 Natural and synthetic fibers, Criteria for fiber formation, Testing and modification of  3 fibers  8 APPLICATIONS 4 Application of polymers in engineering and industry  9 HIGH TEMPERATURE POLYMER  High temperature conducting polymers, crystalline polymers   Course"
" MIN 301"," STEEL MAKING TECHNOLOGY","  PRESENT SCENARIO  1 Production and quality aspects for different steels and their importance for industrial 5 applications Application of alloy steels which makes it irreplaceable PHYSIO CHEMICAL PRINCIPLES FOR STEEL MAKING  2 Physico chemical aspects of steel making reactions, controlling the removal of carbon, 6 sulphur, phosphorous, silicon and manganese Slags- their constitution and properties and the theories predicting their behavior PRODUCTION OF STEEL  3 Constructional details of the Steel making furnaces Design and description of various 5 parts and their functions Bessemer converter, Open hearth and Electric arc furnace, their control, constructional and operational details NEW DEVELOPMENTS  4 Modern pneumatic process viz LD, Kaldo and Rotor process etc Secondary processes of  5 steel refining viz Laddle furnace, AOD, VOD, and ESR ELECTRIC ARC FURNACE  5 Its design considerations and other important characteristics, Physicochemical aspects of  3 the reactions GAS METAL INTERACTION  6 Mechanism of gas absorption via entertainment during teeming of molten metals, 5 Solubility of oxygen in liquid metals — its estimation, form EMF measurements involving solid electrolytes  7 DEGASSING PROCESS 3 Vacuum, Argon and Recycling methods employed for degasification of steel SOLIDIFICATION OF STEEL  8 Solidification defects viz Inclusion, blowholes, cracks and segregation-their causes, 5 effects and remedies Degassing processes, Teeming practices, Gas Metal interaction during teeming,  9 CONTINUOUS CASTING OF STEELS 5 Technology involved latest developments, Possible Defects and remedial measures  , A Number of"
" MIN 302"," MATERIALS CHARACTERIZATION","  INTRODUCTION Meaning/importance/need/role of examination  testing of materials, Scope of  1 various examination and testing methods available viz Microscopic 4 Examination/Metallography, Macroscopic Examination, Chemical Methods, Mechanical methods, Non-Destructive Testing (NDT) Methods, Spectroscopy etc METALLOGRAPHY/MICROSCOPIC EXAMINATION OF METALS  2 Preparation  Etching of Specimens of metals  alloys Principle, Construction working 6  of metallurgical microscope, Various Properties of microscope objectives, Defects in lenses  their remedies, Various types of objectives and eye pieces, TEM and SEMMicroscope     MACROSCOPIC EXAMINATION OF METALS Introduction, Importance  scope of Macro etching, Sulphur/Phosphorus/Oxide Printing Flow Lines     CHEMICAL METHODS Gravimetric, Volumetric, Colorimetric, _ Electro-gravimetric, Fire Assaying Polarographic Methods of Analysis     MECHANICAL METHODS Hardness testing, Tensile testing, Impact testing, Creep, Fatigue, Fracture, Nano indentation technique     NON-DESTRUCTIVE TESTING X-ay/Gamma ray radiography, Ultrasonic testing, Magnetic methods- Magnetic particle test/Magna Flux, Zyglo/Die penetration test, Eddy current test, X-ray diffraction     ADVANCED CHARACTERIZATION TECHNIQUES  Scanning probe microscope, X-ray fluorescence technique, Atomic absorption spectroscopy, Differential thermal analysis (DTA), differential scanning calorimeter (DSC), Thermo gravimetric analysis (TGA), Thermo mechanical analysis (TMA)     APPLICATIONS OF CHARACTERIZATION TECHNIQUES Applications of the different characterization techniques eg XRD, SEM, TGA, DTA, DSC etc"
" MIN 303"," MECHANICAL WORKING OF METALS","s     FUNDAMENTALS OF METAL WORKING  Classification of forming processes, Mechanics of metal working, Flow stress determination, Temperature in metal working, Strain rate effects, Metallurgical structure, Friction and lubrication, Deformation zone geometry, Workability, Residual Stresses, Experimental Techniques for metal working processes, Computer aided manufacturing  10     FORGING  Classification of Forging, Forging equipments, Forging in plain strain, Open die and close die forging, Calculation of forging loads in closed die forging, Forging die materials, Forging defects, Powder metallurgy forging, residual stresses in forgings, The economics of forging, Problems     ROLLING OF METALS  Classification of rolling processes, Rolling mills and the materials used for rolls, hot rolling, cold rolling, rolling of bars and shapes, Forces and geometrical relationships in rolling, simplified relationships in rolling load, rolling variables, Problems and defects in rolled products, Selection of rolling mills and the sequence of rolling operations for a given rolled product, Problems     EXTRUSION  Classification of extrusion processes, Extrusion Equipment, die materials, Hot extrusion, Deformation, Lubrication, and defects in the extruded products, Analysis, Coldextrusion, Hydrostatic extrusion, Problems     DRAWING OF RODS, WIRES AND TUBES Rod and wire drawing, analysis of wire drawing, Tube drawing processes, analysis of tube drawing, Drawing equipments, Defects and Residual stresses in rod, wire and tubes     SHEET METAL FORMING  Forming methods, Shearing, Blanking, Bending, Stretch forming, Deep drawing,Rubber forming, Spinning, Super plastic forming, Forming limit criteria, Defects informed parts, Equipments used for sheet metal forming, Production of honey combstructures- Expansion, corrugation process, Dent resistance of sheet metal parts     NON CONVENTIONAL FORMING OPERATION  Explosive forming, Magnetic forming, Electric discharge forming, Super plastic forming for super plastic materials like Zn-22Al and Ti-6A1-4V alloys, combination of super plastic forming and diffusion bonding (SPF/DB), Die materials used for super plastic forming, Peen forming of thin sheet metals, Laser forming           Cours  e"
"  MIN 304","  ENGINEERING MATERIALS  SELECTION","  1 INTRODUCTION AND MOTIVATION FOR MATERIALS SELECTION Properties of Materials, Classification and parameter for the material selection, motivation 2 for materials selection  2 COST BASIS FOR SELECTION > Cost effectiveness and value analysis / Analysis of cost  ESTABLISHMENT OF SERVICE REQUIREMENTS AND FAILUREANALYSIS  3 Selection and design in relation to anticipated service, Cause of failure in service, 4 Mechanism of failure, Corrosion  4 SPECIFICATIONS AND QUALITY CONTROL 4 Roll of standard specification, inspection and quality control  5 SELECTION FOR MECHANICAL PROPERTIES 7 Strength, toughness, stiffness, fatigue, high temperature resistance and Creep resistance  6 SELECTION FOR SURFACE DURABILITY 4 Wear and abrasion resistance, corrosion resistance  7 ELECTRICAL MATERIALS fd Selection for electrical, magnetic properties  8 ADVANCED MATERIALS 4 Smart materials, intelligent materials  9 CO-RELATION-Relation between Materials selection and Materials processing, 4 Formalization of selection procedures CASE STUDIES IN MATERIAL SELECTIONS  10 Aerospace, Ship, Engine and Power generation, Automobile, Bearings, springs, Gears, a Tools  Course"
" MTN 305","  MATERIAL JOINING TECHNOLOGY","s     CLASSIFICATION AND SURVEY OF WELDING PROCESSES  Are Welding Process Structure, characteristics, efficiency and electrical characteristics of an arc Type of welding arcs, methods of arc maintenance, role of electrode, polarity and arc stability Arc welding power source, requirements for an arc welding power source AC and DC welding power sources, rectified DC welding power source, high frequency units for arc control Surface requirement for joining (surface structure, preparation and selection requirement)     ARC WELDING CONSUMABLES  Coated electrodes, fluxes, filler wires, shielding gases Arc welding process Shield Metal Arc (SMAW), Submerged Arc Welding Gas Metal ARC Welding (SAW), Gas Metal Arc (GMAW) and electrogas, Welding equipments, weld joint design, operations, techniques metal fusion, weld penetration, electrodes and their motion Application of GMAW for welding low steels, structures Welding of aluminium in automotive, aeronautical and nuclear industry Weldability, Heat Affected Zone in Arc and Gas Welding, Cold Welding and explosive welding     RESISTANCE WELDING PROCESSES  Basic principle and welding variables and electrodes use, joint design, design and performance of welded structure Applications, Metal transfer, modes of Metal transfer, parameters affecting it and weld characteristics Other welding processes viz solid state welding processes, electron beam and laser welding, joint designs, variables, applications Case Study        ALLIED PROCESSES Soldering brazing, diffusion bonding, adhesive bonding braze welding, metal surfacing and spraying techniques, selection of a surfacing process, materials of substrate like, low alloysteels, plain ‘C’ steels with C-045, classification and characteristics of surfacing materials- iron base, Ni-base, cobalt-base, copper base alloys, carbides of Tungsten        chromium 6 Metal spraying and materials for spraying and substrate, ceramic coatings, composite coating, techniques used, Application, Quality assurance of welded joints (NDT, Safety, Measurement and Control) DEFECTS IN WELDING  5 Classification of various welding defects, their types and remediesCase studies on welding 4 defects and its rectifications IS CODES AND SPECIFICATIONS FOR WELDING MATERIALS AND PRACTICES  6 Principle involved and Adhesives employed for joining of metals and nonferrous materials 5  Factors effecting strength of joints made and other variable effecting their specific applications           Course"
" MIN 401"," KINETICS AND RATE PROCESSES"," INTRODUCTION 1 Basic principles of reaction kinetics transport phenomenon, Units  dimensions, 4 Importance of the subject 2 FLOW OF FLUIDS 4     Nature of Fluid Flow, Viscosity, Differential Mass  Momentum Balances, Overallor Macroscopic Balance, High Speed Flow of Gases, Flow through Packed Beds Flow through Fluidized Beds, Motion of Gas Bubbles in Liquids     KINETICS  Introduction, Factors affecting rates of processes, Rate Theories, Collision Theory Theory of Absolute Reaction Rates, Rate Constant, Order Molecularity of a reaction, Determination of order of a reaction by different methods, Derivation of rate constant/specific reaction rate for different order reaction, Slag Metal Reactions, Numerical Problems     HEAT TRANSFER Conduction, Convection, Radiative heat transfer     MASS TRANSFER Diffusion, Convective Mass Transfer - Natural  Forced Convection, Overall Mass balance, Mass Transfer Coefficient, Interfacial Mass Transfer     DIMENSIONAL ANALYSIS  SIMILITUDE Dimensionless numbers  functional relationships, Methods of dimensional analysis     BOUNDARY LAYER THEORY Velocity boundary layer, Thermal boundary layer, Concentration boundary layer, Boundary layer theory for simultaneous heat     COUPLED PHENOMENON  Transport coupling, Reynolds’ analogy between heat  momentum transfer and between mass  momentum transfer, Prandtl’s analogy between heat momentum transfer and between mass  momentum transfer, Chilton-colburnanalogy among heat, mass  momentum transfer           Course"
" MIN 402","  ELECTROCERAMICS"," INTRODUCTION  1 Atomic structure including ionic and covalent bonding, Ceramic crystal structures, Clay 6 structures, and amorphous materials Atomic defects including intrinsic and extrinsic point defects, Kroger-Vink notation  SYNTHESIS AND MICROSTRUCTURE DEVELOPMENT Microstructure development in equilibrium and nonequilibrium phases, Solid-state  2 sintering, densification vs coarsening processes, Grain boundary mobility, Porosity a evolution (stability/entrapment), Liquid phase sintering, constrained sintering, Ceramic coatings and their deposition  ELECTRICAL PROPERTIES Conductors electrodes, varistors, thermistors, Insulators and Dielectrics polarization,  3 charge displacement, dielectric strength, dielectric constant and loss, equivalent circuits, 9 Ferroelectricity, Piezoelectrics, Pyroelectrics, actuators and sensors Classification of superionic solids-Alumina and oxide based superionic conductors and their applications in fuel cells and batteries MAGNETIC PROPERTIES  4 Spinel, normal and inverse, Weiss domains, ferrites, soft and hard, super-exchange, 8 garnets, permeability, microstructure-property relations, dia, para, ferro and ferrimagnetic materials, chemical substitutions, device performance and applications  5 THERMAL AND MECHANICAL PROPERTIES Heat capacity, Thermal conductivity, Thermal expansion, Creep and thermal stresses 7 Mechanical properties Strength, Toughness and micro structural design  6 MULTIFERROIC AND SPINTRONIC MATERIALS AND THEIR APPLICATIONS 5  Single phase and composite multiferroic material, BiFeO3, RMnO3 , Magnetoelectric coupling           Course"
"  MIN 403","  ADVANCED FOUNDRY TECHNOLOGY","s     TRENDS  SCOPE IN FOUNDRY INDUSTRY  Position of foundry industry worldwide and in India, analysis of data in respect of production and demand, recent trends in quality specifications like dimensional accuracy, surface finish and property requirements, specifications, properties and applications of modern cast alloys- SG iron Al- alloys, Mo- alloys, Ti- alloys     PRINCIPLES OF GATING AND RISERING  Elements and types of gating systems, pressurised unpressurised gating ratios, systems- applications, Risers — types and functions of risers, directional solidification — factor affecting and significance, use of exothermic sleeves, bricks, chills and their types, and uses of filters, computer aided design for gating and risering systems     DESIGN IN CASTING  Factors to be considered in casting design Design consideration in pattern making, moulding techniques, core making and assembly Cooling stresses and hot spots in casting and modification in casting geometry to overcome them Computer Aided pattern design and manufacture, pattern making machines and equipments, Heat transfer phenomena in casting, Computer aided design of dies in die casting and centrifugal casting, materials used and allowances in patterns and dies     FURNACE TECHNOLOGY  Study of various furnaces used in foundry, construction and operation of crucible and hearth furnaces Resistance, Arc and Induction furnaces-their construction Operation and application Heat treatment furnaces and drying ovens used in foundry Energy saving in melting practices Melting practices and furnaces for ferrous and non- ferrous alloys     MODERN MOLDING AND CORE MAKING PROCESSES AND EQUIPMENTS Various types of sands used for moulding and core making, testing of sand, high pressure line molding, Dissamatic, chemically bonded sands shell molding binder, hardener and type of sand used in shell molding, procedure used for making shell sand, plants used, properties and tests on shell sand, stick point strength, advantages and applications Resin bonded sands, alkyl resins, phenolic resins and furnace sands, cold box method of core making — advantages and applications, ceramic molding, vacuum molding, sand reclamation — importance, methods and plants     SPECIAL, NET SHAPE CASTING AND HIGH PERFORMANCE PROCESSES Evaporative Pattern Casting, Shell Sand Casting, Vacuum Casting, Thixoforming, Ceramic Shell Casting, Die Casting and High Pressure Die Casting, Centrifugal Casting, Slush Casting, Rheo Casting, Investment Casting, Continuous Casting ,Micro Casting ete     CASTING QUALITY CONTROL  Casting defects and factors responsible for them Different inspection and testing methods to evaluate the casting Quality control activities in a foundry Salvaging methods of defective casting Use of Cause and Effect or Fish Bone Diagrams, Application of SQC in foundries, control charts (SPC), Kaizen, Kanban, Six Sigma, Quality Control  Quality Assurance in Foundries           Cours  e"
"  MIN 404","  THIN FILM TECHNOLOGY","  INTRODUCTION  1 Physical Vapor Deposition - Hertz Knudsen equation mass evaporation rate Knudsen 5 cell, Directional distribution of evaporating species Evaporation of elements, compounds, alloys RAOULT'S LAW E-beam, pulsed laser and ion beam evaporation, Glow Discharge and Plasma, Sputtering -  2 mechanisms, Bias sputtering, magnetically enhanced sputtering systems, reactive # sputtering, Hybrid and Modified PVD- Ion plating, reactive evaporation, ion beam assisted deposition DEPOSITION TECHNIQUES  3 Chemical Vapor Deposition - reaction chemistry and thermodynamics of PVD, CVD 7 Methods of producing thin films PVD, CVD, sputtering, epitaxial films, film thickness measurement growth of thin films  4 CHEMICAL TECHNIQUES 6 Spray pyrolisis, Electrodeposition, Sol-gel and Langmuir Blodgett techniques NUCLEATION  GROWTH  5 Capillarity theory, atomistic and kinetic models of nucleation, basic modes of thin film 5 growth, stages of film growth  mechanisms, amorphous thin films EPITAXY  6 Homo, hetero and coherent epilayers, lattice misfit and imperfections, epitaxy of  4 compound semiconductors, scope of devices and applications MECHANICAL PROPERTIES  7 Adhesion and stress measurements, electrical properties, resistivity variation, Hall Effect, 8 Optical properties reflection, refraction, ellipsometry, reflecting and anti-reflecting films  Course"
"  MIN 405","  FAILURE ANALYSIS"," 1 FAILURE OF METALS 3 Basic reasons for the failure of metals, various types of theories of failure REVIEW OF BASIC CONCEPTS OF MECHANICAL BEHAVIOR OF 2 MATERIALS 6 Stress-Strain curve, Engineering design versus failure, Types of fracture- ductile fracture, brittle fracture Theoretical fracture stress, Griffith theory, The ductile to brittle transition FAILURE MODES 3 Failure in tension, compression, torsion, impact, wear, fatigue, creep, oxidation, corrosion, 9 erosion Metallurgical factors (such as structure, composition, processing) influencing failure mechanism TECHNIQUES OF FAILURE ANALYSIS  4 History, data collection, sampling, testing- Destructive and Non-destructive Testing, 10 Macro- examination, Microscopic examination, TEM, SEM, X-Ray diffraction techniques, analysis of results, report preparation, conclusions, recommendation of remedial actions 5 QUALITY ASSURANCE  4 A strong link to failure analysis, Quality control concept, quality assurance CASE STUDIES ~— at least one case study representing each failure mode given in serial 6 number 3 For example- Failure of a low-pressure turbine rotor (LPTR) blade (Fatigue), 10 Failure of an aircraft engine fuel pump (wear), Failure of a stabilizer link rod in an aircraft (over load, tension and bending) etc , A Number of"
"  MIN 406","  HEAT TREATMENT OF METALS"," 1 PRINCIPLES OF HEAT TREATMENT OF METALS 5 Annealing, Normalizing, Hardenability, Hardening, Tempering THERMO MECHANICAL TREATMENTS 2 High temperature treatment with low temperature tempering, Low temperature treatment 4 with low temperature tempering CASE HARDENING OF STEELS 3 Carburizing process for their process, advance and challenges Flame hardening, Nitric 5 process and challenges HARDENABILITY OF STEELS 4 Concept of critical diameter, joining-end quench test, effect of parameters viz alloying 8 elements, carbon content, austenic grain size, section size and quenching media HEAT TREATMENT PROCESSES Various methods of heat treatments surface hardening treatments, heat treatment of non- 5 ferrous alloys, heat treatment schedules/case studies of some important steels and special 12 types of treatments viz martempering, austempering and thermo-mechanical treatments and inter critical treatments 6 DEFECTS 4Defects in heat treated materials and their prevention     HEAT TREATMENT OPERATIONS                                                                             7 Design of Heat treatment cycles to achieve required properties 4 « e Number of"
" MIN 407"," ALLOY STEELS"," INTRODUCTION TO ALLOY STEEL 1 History of Alloy Steels/Making, their classifications, Applications  advantages of alloy 10  steels over plain carbon steels, common alloying elements and their influence on propertiesof steel, Recovery of Cr, Ni, Mo, V, W , Production of various types of stainless steel, hadfield, tool, die and high speed steel     STRENGTHENING MECHANISMS IN STEELS Heat treatment of alloy steels, Thermo-mechanical treatment of steels, Microstructure — property correlation in alloy steels, Effect of nonmetallic inclusions and residual elements                                                                                               2 on properties of steels, Composition, properties and applications of some low alloy steels 10 Composition, properties and applications of some high alloy steels Composition, High strength low alloy steels, Properties and applications of some alloy cast irons  FERRO ALLOYS TECHNOLOGY Why ferro alloys, Ferroalloy industries in India and their future prospects, Physico-  3 chemical principles of ferro alloy making, principles of carbothermic and metallo-thermic 10 reduction, Ferro alloys furnaces Submerged arc furnaces, selection for transformer capacity, secondary voltage and curent, furnace dimensions, size and spacing of electrodes, mechanical equipments, charging devices and dust collection systems,  ELECTRODES USED IN FERROALLOY FURNACES graphitsed and self baking electrodes, properties and uses, Production of ferro-manganese,  4 ferro-chrome, ferro-silcon and silco-calcium by carbothermy, production of FeCr, FeTi, 9 FeB, FeNb, FeMo, and FeV by metalothermy Recovery of vanadium from ores and production of FeV  5 APPLICATIONS OF FERRO ALLOYS 3 Use of ferro-alloys in iron and steel industries (deoxidation and alloy making)  x a Number of"
" 3 MIN 408","   CAST IRON TECHNOLOG"," INTRODUCTION Cast irons- various types/classification- gray /vermicular gray (VG) or compacted gray  1 iron /white /mottled /chilled /malleable /nodular or ductile or SG iron /ADI 4 ,composition , microstructures, properties, uses  applications, properties of cast irons vis a vis steels, status of cast iron in ferrous metal scenario, cast iron foundry industry  role of gray cast iron metal in the development of metal casting industry MELTING OF CAST IRONS Various furnaces used viz crucible/rotary/reverberatory/cupola/induction, their types/ construction’ operational details, Recent developments in cupola melting- hot blast  2 cupola/water cooled cupola/divided blast cupola/use of oxygen in cupola/ coke less or gas 9 fired cupola, selection of melting unit for a cast iron foundry, charging  charge balance, Cupola- composition control, coke bed  stack gases melting rate, combustion  melt temp, chill control GRAY CAST IRON FOUNDRY PRACTICE METALLURGY OF GREY CAST IRON Molding, Gating Risering, Fluidity of gray iron, shrinkage, gating design  pouring rate, dirt prevention, Fe-C-Si phase diagrams  solidification of Fe-C-Si alloys,  3 carbon equivalent, graphitization  factors affecting graphitization during solidification v and in solid state, types of flakes  their effect on properties, Inoculation  inoculants ~ used, mechanism of inoculation graphite nuclei/degasification/silicate-slime/under cooling/carbide stability/surface tension  surface energy theories,Techniques of inoculationsladle/stream/mold, Composition, microstructure, properties of gray irons, Heat treatment of gray irons  WHITE  MALLEABLE IRON FOUNDRY PRACTICE  4 Composition  solidification of white cast iron, microstructure  properties, types  3 composition of malleable irons, malleablizing process malleable foundry practice S G IRON FOUNDRY PRACTICE Microstructure, properties of SG iron, composition  melting of base iron,  5 desulphurization, magnesium treatment  post inoculation, solidification of SG iron 6 mechanism of spheroidal graphite formation, uses  applications, Heat treatment of SG iron castings ‘VERMICULAR/COMPACTED GRAPHITE IRONS  6 Composition, microstructure, properties  production of VG/CG iron, melt treatment  4 post inoculation, mechanism of VG formation  AUSTEMPERED DUCTILE IRON  7 Composition, microstructure, properties  production, Heat treatment of AD irons, uses  4 application  z Z Number of"
"  MTN 409","  SURFACE ENGINEERING"," INTRODUCTION 1 Role of surface on various Engineering phenomena, Technological properties of surfaces, 3 Need for modification of surfaces TRIBOLOGY Surface dependent engineering properties, viz wear, friction, corrosion, fatigue, 2 reflectivity, emissivity, etc common surface initiated engineering failures mechanism of 14  surface degradation importance and necessity of surface engineering classification and scope of surface engineering in metals, ceramics, polymers and composites, tailoring of surfaces of advanced materials CHARACTERIZATION TECHNIQUES 3 Film Thickness Measurements Using Optical Techniques, Corrosion Testing of Coatings, 7  Evaluation of Mechanical Properties of Thin Films, Microstructural Characterization of Coatings and Thin Films, Wear and Erosion Testing of Coatings 4, PLATING PROCESSES 6     Fundamentals of electroplating, Electrodeposition from plating baths, Electroless plating,Mentalliding, Selective plating, Hard anodizing, Other plating processes, Applicability of plating for wear resistance SURFACE COATINGS  5 Dip, Barrier and Chemical conversion coatings, Vacuum and controlled- atmosphere 6 coating SURFACE HARDENING  6 Flame hardening, Induction hardening, Electron beam hardening, Laser hardening, Iron 6 implantation  Course"
" MIN 410","  NANO MATERIALS TECHNOLOGY AND APPLICATIONS"," SCIENCE AND TECHNOLOGY OF NANOMATERIALS 10 Introduction to Miniaturization, Fundamentals of nanoscience and Nanotechnology, Size 1 dependence of properties, Bulk to nano transition, Carbon nanostructures, Quantum wells, Quantum wires, and Quantum dots, Mechanical, Electronic and optical properties at nano level, Nanostructured materials SYNTHESIS OF NANOCRYSTALLINE POWDERS 2 Gas phase synthesis, Plasma chemical technique, Precipitation from colloidal solutions, co- 2 precipitation  sol-gel method, Thermal decomposition and reduction, Milling and mechanical alloying, synthesis by detonation and electric explosion, ordering in Non- stoichiometric compounds PREPARATION OF BULK NANOCRYSTALLINE MATERIALS 8 3 Compaction of nanopowders, Film and coating deposition, Crystallization of amorphous alloys, Severe plastic deformation, Disorder-order transformationsCHARACTERIZATION OF NANOSYSTEMS 9 X-ay diffraction, Scanning Electron Microscopy, Scanning Tunneling Microscopy,     5 Electron Microscopy, X-ray absorption spectroscopy, Photoelectron emission spectroscopy, particle size distribution by BET  DLS methods 6 NANO MATERIALS APPLICATIONS 6     Nanotubes, nanowires, and nanodevices-introduction — Functional Nanostructures        Course"
" MIN 411"," POWDER METALLURGY"," INTRODUCTION 1 Scope, Potential and Prospects of Powder Metallurgy, Problems in industries, advantages 4  of Powder metallurgy     POWDER MANUFACTURE AND CONDITIONING  Mechanical methods Machine milling, Ball milling, atomization, Shotting Chemical methods Condensation, Thermal decomposition, carbonyl Reduction by gashydride, dehydride process, electro deposition, precipitation from aqueous solution and fused salts Hydrometallurgical method Physical methods Electrolysis and automization processes, types of equipment, factors affecting these processes, examples of powders produced by these methods, applications Powder conditioning, Heat treatment, blending and mixing, types of equipment, types of mixing and blending              3 CHARACTERISTICS AND TESTING OF METAL POWDERS 9Sampling, chemical composition purity, surface contamination etc Particle size and its measurement, Principle and procedure of sieve analysis, microscopic analysis sedimentation, elutriation, permeability Adsorption methods and resistivity methods particle shape, classifications, microstructure Specific surface area, Apparent and tap density, Green density, Green strength, sintered compact density, porosity, shrinkage     POWDER COMPACTION  Mechanical, thermal and thermo mechanical compacting processes Presses used for transmission Die design and tooling for consolidation of powders New methods of consolidation Eg Powder rolling, Powder forging, Isostatic pressing Advantages and limitations of these methods Pressureless Compaction slip casting and slurry casting Pressure compaction lubrication, single ended and double ended compaction, Isostatic pressing, powder rolling, forging and extrusion, explosive compaction     THEORIES OF SINTERING  Sintering mechanism, Roll of diffusion, Recrystallization, Pore migration, Poregrowth and coalescence Liquid phase sintering and related processes Effect of compacting pressure, sinteringtemperature and time on sintered properties Type of sintering furnaces Sintering atmospheres     MANUFACTURING AND APPLICATION OF IMPORTANT PM COMPONENTS  Porous bearing, Electrical contact materials, Metallic filters, Cemented carbides, magnets, Friction materials and Composites Major applications in aerospace, nuclear and automobile industries Bearing Materials-types, self-lubrication and other types, methods of production, properties, applications Sintered Friction Materials-clutches, brake linings, Tool Materials- cemented carbides, oxide ceramics, Cermets- Dispersion strengthened materials  10     METAL INJECTION MOULDING (MIM) Introduction to MIM, Comparison with Competitive Technologies, MIM Process and Products           Course"
"  MIN 302","  MATERIALS CHARACTERIZATION"," INTRODUCTION Meaning/importance/need/role of examination  testing of materials, Scope of 1 various examination and testing methods available viz Microscopic 4 examination/metallography, macroscopic examination, Chemical methods, Mechanical methods, Non-destructive testing (NDT) Methods, Spectroscopy etc METALLOGRAPHY/MICROSCOPIC EXAMINATION OF METALS Preparation  Etching of Specimens of metals  alloys Principle, Construction working 6 2 of metallurgical microscope, Various properties of microscope objectives, Defects in lenses  their remedies, Various types of objectives and eye pieces, TEM and SEM Microscope MACROSCOPIC EXAMINATION OF METALS 3 Introduction, Importance  scope of macroetching, Sulphur/Phosphorus/Oxide Printing 2 Flow Lines CHEMICAL METHODS 4 Gravimetric, Volumetric, Colorimetric, _Electro-gravimetric, Fire Assaying 7 Polarographic Methods of Analysis MECHANICAL METHODS 5 Hardness testing, Tensile testing, Impact testing, Creep, Fatigue, Fracture, Nano 6 indentation technique NON-DESTRUCTIVE TESTING 6 X-+ay/Gamma ray radiography, Ultrasonic testing, Magnetic Methods— magnetic particle a test/Magna Flux, Zyglo/Die penetration test, Eddy current test, X-ray diffraction ADVANCED CHARACTERIZATION TECHNIQUES 7 Scanning probe microscope, X-ray fluorescence technique, Atomic absorption 6 spectroscopy, Differential thermal analysis (DTA), differential scanning calorimeter (DSC), Thermogravimetric analysis (TGA), Thermomechanical analysis (TMA) APPLICATIONS OF CHARACTERIZATION TECHNIQUES 8 Applications of the different characterization techniques eg XRD, SEM, TGA, DTA, 4 DSC etc Course"
