"Code","Name","Detail"
"  PEN 209","  TOOL DESIGN","UCTION Principle of jigs  fixture design, location devices, Design principle common to jigs and 6 fixtures, difference between jigs and fixtures, drawing and design of various clamping device DRILLING JIGS 3 Box type, leaf type, Indexing type, trunion type etcFIXTURES 3 Milling String Fixtures, Indexing Fixtures  Mill fixtures etc Grinding For Cylindrical grinding, surface grinding i Assembly and welding fixtures, lathe fixture for Automobile components and frames, machines etc 4 ECONOMICS 3 Economics of jigs and fixtures, selection of particular types of jigs and fixture PRESS TOOL Types of presses and selection, press accessories and attachments, Terminology of shearing dies, analysis process, shearing clearance, shearing with inclined edges, strip layouts, 5 various die materials, various die clearance and allowances 11 Drawing Dies, Bending Dies, Compound Dies, Combination Dies and Progressive Dies Development of blanks and scrap strip layouts, Die materials, Selection between dies Die clearances and Allowances 6 DIE DESIGN 2 Design of blanking, progressive, bending and forming die"
"  PEN 210","  INDUSTRIAL ENGINEERING - I","s     INTRODUCTION  Definition and scope of Industrial engineering role of an industrial engineer in industry, functions of industrial engineering department and its organization, qualities of an industrial engineer     PRODUCTIVITY AND WORK STUDY  Productivity concept and definition Introduction, definitions of productivity, Productivity measurement at national, industrial and enterprise level, Benefits of higher productivity Productivity in the individual enterprise Introduction, Productivity measurement approaches at the enterprise level, Productivity of materials, Productivity of land, buildings, machines and manpower, Factors contributing to productivity improvement Techniques for productivity improvement Introduction, Work content and ineffective time, Improving productivity for reducing work content, Improving productivity by reducing ineffective time, Management of productivity     WORK STUDY  Introduction, basic procedure, prerequisites of conducting a work study The human factor in application of work study Introduction, management and supervisor their role in work study, the works study man The influence of working conditions on work study Introduction, factors affecting working conditions, occupational safety and health, fire prevention and protection, layout and housekeeping, lightning and climate conditioning, noise and vibrations, ergonomics, arrangement of working time, conclusion     METHOD STUDY  Introduction to method study and the selection of job Introduction, definition and objective of method study, procedure of method study  Flow and handling of materials Introduction, plant layout, developing the new layout, the handling of materials Tools for recording the movement of worker Introduction, string diagram, flow process chart man type, travel chart, multiple activity chart  Introduction, the principles of motion economy, classification of movements, further notes on workplace layout, notes on the design of jigs, tools and fixtures, machine controls and displays of dials, the two handed process chart, Simo chart     ‘WORK MEASUREMENT  Purpose of work measurement, the basic procedure, the techniques of work measurements, Work sampling Introduction, basic concept and procedure,  Time study rating Introduction, the quality worker, the average worker, standard rating and standard performance Predetermined time standards (PTS) Introduction, definition, advantages of PTS system, Criticisms of PTS system, different forms of PTS system, use of PTS system, and application of PTS system     WORK DESIGN Concept of job enlargement, job enrichment and job rotation, effective job design consideration technological and behavioral factors           ERGONOMICS Introduction to ergonomics, consideration in designing man machine systems with special reference to design of displays and controlNumber of"
" PEN 211"," MACHINING TECHNOLOGY","  INTRODUCTION  1 Classification of M/c Processes, Kinds of Motions in M/c tools, Tool materials  Cutting 4 fluids LATHE  LATHE OPERATIONS  2 Classification of lathes  Capstan turrets, Geometry of a single Pt tool, Speed, Feed  6 Depth of Cut, Turning, facing, taper turning, parting, chamfering  threading DRILLING MACHINES  3 Classifications, Nomenclature of a Drill, Drilling operations such as boring, reaming, 4 tapping, Speed, feed  M/c time calculations  4 MILLING M/C 4     Classifications, Specs, Indexing devices, Up Milling  Down Milling, MillingAttachments, Cutter geometry, Speed, feed  M/c time calculations GRINDING MACHINES 5 Classifications  Applications Surface, Internal  Centre-less grinding, Wheel Selection, 3 Standards, M/c times Dressing truing of Grinding wheels SHAPING, PLANING AND BROACHING Types  classification of Shapers, Planers, Specifications, QRM, Speed, Feed  6 Machining time calculations Job holding devices  applications Broaching Tools, 2 parameters THORY OF METAL CUTTING Types of Chips, Mechanics of Chip Formation, Relevance of Shear Angle, Merchant 7 Circle, Lee  Shafer’s theory, Forces in Turning, Drilling  Milling, Mechanisms of tool  failures, Tool life, Mach inability, Cutting fluids in machining NON CONVENTIONAL MACHINING PROCESSES Abrasive jet M/c Ultrasonic Machining, Electro-Chemical M/c Electric Discharge m/c, 8 Electron beam M/c, Laser Beam M/c, Plasma Are Machining Electro-Chemical Grinding, 5 Chemical M/c, Abrasive Flow Machining HIGH VELOCITY METAL FORMING 9 Electro-hydraulic Forming, Mechanical High Velocity Forming, Magnetic pulse Forming 4  Explosive forming GEAR MANUFACTURING PROCESSES Introduction  Methods used Production of Spur, Bevel  Worm gears Casting, Powder 10 Metallurgy, Molding  Rolling Gear Hobbing  Gear Shaping Processes Bevel Gear  6 Generator  Gear Finishing Operations Gear Shaving, Gear Burnishing  Gear Grinding Operations A A Number of"
" 7 PEN 301","  COMPUTER INTEGRATED MANUFACTURING","  COMPUTER AIDED DESIGN  1 The Product Design Process, CAD System Input — Output Devices, Selection of  2 CAD/CAM Systems COMPUTER GRAPHICS AND TRANSFORMATION  2 Geometric Transformations, Homogeneous Representation, Composition of 6 Transformations GEOMETRIC MODELING  3 Geometric Modeling Approaches, Wireframe Modeling, Surface Modeling, Solid 6  Modeling, Parametric and Variation Design, Rapid Prototyping     COMPUTER AIDED ENGINEERING ANALYSIS 4 Finite Element Modeling, Design Optimization, Commercial Packages to Support Product 4 Modeling and Analysis        PROCESS PLANNING AND CONCURRENT ENGINEERING 5 Process Planning, Computer Aided Process Planning, Concurrent Engineering and Design 4 for Manufacturing, Advanced Manufacturing Planning     MATERIAL HANDLING AND IDENTIFICATION TECHNOLOGIES  introduction to Material Handling, Material transport Equipment, Storage System 6 Performance and Location Strategies, Conventional Storage Methods and Equipment 4 Automated Storage Systems, Automatic Identification and Data Capture, Bar Code Technology, Radio Frequency Identification, Other AIDC Technologies     CELLULAR MANUFACTURING 7 Part Families, Parts Classification and Coding, Production Flow Analysis 4 Cellular Manufacturing, Applications of Group Technology     FLEXIBLE MANUFACTURING SYSTEMS 8 FMS Components, FMS Applications and Benefits, FMS Planning and Implementation 4 Issues     INSPECTION TECHNOLOGIES  Inspection Metrology, Conventional Measuring and Gaging Techniques, Coordinate Measuring Machines, Surface Measurement, Machine Vision, Other Optical Inspection Methods, Noncontact Non-optical Inspection techniques     PRODUCTION PLANNING AND CONTROL SYSTEMS 10 Aggregate Production Planning and Master Production Schedule, Material Requirements 4 Planning, Capacity Planning, Shop Floor Control, Inventory Control, Extensions of MRP           Course"
"  PEN 303","  OPERATIONS RESEARCH","s     INTRODUCTION AND FORMULATION  Origin and development of operations research, Scope of Operations Research (OR),  General methodology of OR, applications of OR to industrial problems Formulation of LP model for some common industrial problems—product mix, blending, resource allocation, inventory, replacement and similar other problems Primal and dual problems, Transportation and assignment models Degeneracy in transportation problems  10     LINEAR PROGRAMMING Graphical solution, Simplex method of solution, quality and sensitivity analysis Application of linear programming and sensitivity analysis in industrial problems     QUEING THEORY Analysis of the following queues with Poisson’s pattern of arrival and exponentially distributed service times, Single channel queues with infinite customer populations     MONTE CARLO SIMULATION  Need for simulation, advantages and disadvantages of simulation, methods of simulation Generation of normal random numbers with any given distribution Use of random numbers for system simulation     PERT AND CPM Network representation Critical path computations Construction of the time schedule Linear programming formulation of CPM PERT calculations     DYNAMIC PROGRAMMING  Recursive nature of computations in DP Forward and Backward recursion Selected DP applications Knapsack/fly away/cargo-loading model, Work force size model, Equipment replacement model, Investment model, Inventory models     REPLACEMENT THEORY  Introduction Failure mechanism of item Assumptions of replacement theory Replacement decisions Types of replacement problem           Course"
" 7 PEN 304","  PRODUCTION AND OPERATIONS MANAGEMENT","  1 INTRODUCTION TO OPERATIONS MANAGEMENT 3 Factors affecting Operations Management, Operations as system, Decision making in POM  2 OPERATIONS STRATEGIES IN GLOBAL ECONOMY 4 Global business conditions, Operations strategy, Forming Operations Strategies DEMAND FORECASTING  3 Qualitative Forecasting Methods, Quantitative Forecasting Models 5 PRODUCT, PROCESS, AND SERVICE DESIGN  4 Process planning and design, Major factors affecting progress design decisions, Types of  6 process designs, Interrelations among product design, Process design  Inventory policy JUST-IN-TIME  LEAN MANUFACTURING  Philosophy, Benefits of JIT manufacturing, Success and JIT manufacturing, JIT in service companies  5 Lean Manufacturing Introduction-definition and scope-continuous vs lean production-  10 benefits and methodology-process oriented continuous improvement teams- leanmanufacturing education-product oriented continuous improvement teams-cell manufacturing training-redesign of plant layout- cross training of team members INVENTORY MANAGEMENT  6 Nature of inventories, Opposing views of inventories, Fixed- order Period and Quantity 5 systems, Inventory models, inventory planning, ERP  ERP-II MANUFACTURING OPERATIONS SCHEDULING  7 Scheduling process- Focused Manufacturing, Scheduling product focused manufacturing, Ss computerized scheduling system MAINTENANCE MANAGEMENT  8 Planned production maintenance, preventive maintenance, machine reliability, secondary 4 maintenance department responsibilities, Concept and advantages of TPM  Course"
"  PEN 305","  INDUSTRIAL ENGINEERINGIT","s     1  QUALITY MANAGEMENT   Introduction to the concepts of Inspection, quality control, quality assurance and CWQM Quality trilogy, Con tenuous improvement philosophy — Kaizen , Components of TQM, PDCA Cycle, TQM implementation, Improvement through elimination of wastes, 5S campaign, 4M checklists Planning process and strategies for continuous improvement, Organizational structure, education and training, communications, process and project management for quality improvement, costs of quality, use and evaluation of quality costs Zero Defect programmes, identification and solution of quality problems — Pareto, Cause and Effect and Force Field analysis, Brainstorming, Quality Circles, QC tools and their applications QFD, JIT philosophy and techniques  10        STATISTICAL PROCESS CONTROL   Statistical process control, systematic approach process variability, Control Charts for variables and attributes Acceptance sampling plans — single, double, multiple and sequential — for attributes and variables, minimum inspection per lot, formulation of inspection lots and selection of samples OC curve Doge-Romig tables and ABC standards, AOQL, and LTPD plans     RELIABILITY ENGINEERING  Reliability Definition and Basic concepts, Mean Time Between failures (MTBF), Mean Time To Repair (MTTR) deviation of the Reliability function, Statistical failure modes Exponential, Gamma, Weibull, Lognormal and Fatigue life models Point and interval estimation procedures for the above distributions Reliability in terms of Hazard rate — Hazard models and bath-tub curve applicability of Weibull distribution  10     SUPPLY CHAIN AND LOGISTICS MANAGEMENT  Overview of Supply Chain and supply chain management Supply chain performance and profitability Role of Supply Chain Management and its Scope and importance Performance Drivers and obstacles Achieving strategic fit Logistics and Competitive Strategy     VALUE ENGINEERING  Introduction History, development and scope of value management, value analysis vs Value engineering principles of costing and cost estimation, benefits Basic concepts of value engineering Selection of project, team members, general phase, information phase,        creation phase, evaluation phase investigation and implementation phase, audit           Course"
"

PEN 311","

THERMAL ENGINEERING","ures — 42  Number of Lectures     BASIC CONCEPTS  Macroscopic and Microscopic Approach, Concept of Continuum, Thermodynamic System, Surrounding and Boundary, Thermodynamic Equilibrium, State, Path, Process, cycle, Quasi-static Process, Reversible and Irreversible Process, Working Substance Thermodynamic Properties like Pressure, Volume and Temperature, Zeroth Law of Thermodynamics Temperature Scales, Concept of Heat and work in Thermodynamics     FIRST LAW OF THERMODYNAMICS  Joule’s Paddle wheel Experiment Mechanical Equivalent of Heat, First Law for a closed system undergoing a Cycle, First Law for a closed system undergoing a change of state Different forms of stored Energy, Enthalpy, Energy of An isolated System, Perpetual Motion Machine of First kind     FIRST LAW APPLIED TO FLOW PROCESSES  Flow Process and Control Volume, flow work, Steady and Unsteady Flow Process, Steady Flow Energy Equation, Engineering Applications of Steady Flow Energy Equation, Throttling Process, Flow Work and Non Flow work, Variable flow Processes, Limitation of First Law     SECOND LAW OF THERMODYNAMICS  Qualitative Difference between Heat and Work, Thermal Reservoir, Statements of 2 nd Law by Max-Planck and Claussius, Equivalence between two statements, Energy Analysis of Heat Engine, Refrigerator and Heat Pump Reversibility and Irreversibility, Causes of Irreversibility Carnot Theorem, Carnot cycle, Absolute Thermodynamic Temperature, Scale, Efficiency of the Reversible Heat Engine, Equality of Ideal Gas Temperature and Kelvin Temperature     ENTROPY  Classius Theorem, Classius Inequality and concept of Entropy, Entropy change in an Irreversible Process, Application of Entropy Principle, Entropy Transfer with Heat Flow, Entropy generation in closed and open System, Thermodynamics Equations relating properties of System, Reversible Adiabatic work in a Steady flow System Entropy and direction, Entropy and disorder     GAS POWER CYCLES Air Standard efficiency, Mean Effective Pressure, Otto, Diesel, Dual, Brayton, Stirling and Ericson Cycle, Comparison of cycles     REFRIGERATION AND AIR CONDITIONING  Working of simple vapour compression cycle, representation of various process on pH diagram, , Air conditioning principle, humidity, relative humidity, representation of various air conditioning processes on psychrometric charts              HEAT TRANSFER Introduction to different modes, Principles of conduction convection and radiation and basic laws‘ourse"
" PEN 402","  DESIGNING FOR AUTOMATION","s     OVERVIEW OF INDUSTRIAL AUTOMATION Automation in production systems, Automation principles and strategies, Levels of automation, Automation at device level  4     PNEUMATIC CONTROL  Production, distribution and conditioning of compressed air, Pneumatic control components, Pneumatic actuators, Pneumatic valves, Air-hydraulic equipment, Pneumatic control system design, Logic control circuits, Pneumatic circuit design for various applications     HYDRAULIC CONTROL Components of hydraulic control system, Hydraulic actuators, Hydraulic valves, Accumulators, Hydraulic circuit design and analysis     ELECTRICAL CONTROL Electrical actuators Stepper motors, DC and AC motors, Motor selection     SYSTEM MODEL ANALYSIS System model analysis, Model formulation, Transfer functions, System response, Linear system analysis     PROGRAMMABLE LOGIC CONTROLLERS PLC system overview, PLC features, Basic PLC programming, PLC selection, Examples of PLC industrial applications           Course"
"  PEN 403","  SMART MATERIALS","s     INTRODUCTION Overview of Smart Materials and their properties, Classification of Smart Materials, Development of smart materials and devices, Areas of application of devices        PIEZOELECTRIC AND ELECTROSTRICTIVE MATERIALS constitutive relationship, electromechanical coupling coefficients, piezoelectric constants, piezoceramic materials, variation of coupling coefficients in hard and soft piezoceramics, polycrystalline vs single crystal piezoelectric materials, polyvinyldene fluoride, piezoelectric composites     MAGENTOSTRICTIVE AND MAGNETOELECTRIC MATERIALS constitutive relationship, magneto-mechanical coupling coefficients, Joule Effect, Matteuci Effect, Wiedemann effect, Giant magnetostriction in Terfenol-D, Trefnol-D particulate composites, Galfenol and Metglas materials     SAHPE MEMORY ALLOYS Synthesis, Types of shape memory alloys, Nickel- titanium alloy(Nitinol), Cu based alloys, Chiral materials, Applications, Fasteners, Fibers, Reaction vessels, Nuclear Reactors, Chemical plants, Satellite Antenna, Blood clot filter, Plastics     ELECTRORHEOLOGICAL (ER) AND MAGNETORHEOLOGICAL (MR) FLUIDS Suspensions and ER fluids, ER phenomenon, charge migration mechanism, ER fluid actuators, applications of ER fluids, Composition of MR fluid, application of MR fluids        SENSOR AND ACTUATOR Sensing technology, types of Sensors, Physical Measurement using Piezoelectric Strain measurement, Inductively Read Transducers, THE LVOT, Fiber Optic Techniques, Chemical and Bio-Chemical sensing in structural Assessment, Absorptive chemical sensors, Spectroscopes, Fibre optic Chemical Sensing     Systems and Distributed Measurements, Actuator techniques, Actuator and actuator     10materials, Piezoelectric and Electrostrictive material, Magneto structure material, Shape Memory Alloys, Electrorheological Fluids, Electromagnetic actuation, Role of actuators and Actuator Materials     MEASURING TECHNIQUES  Strain Measuring Techniques using Electrical strain gauges, Types, Resistance, Capacitance, Inductance, Wheatstone Bridges, Pressure transducers, Load cells, Temperature compensation, Strain Rosettes           Course"
"  PEN 404","  RAPID PROTOTYPING","  INTRODUCTION  1 History of RP systems, Survey of applications, Growth of RP industry, and classification of 3 RP systems STEREO LITHOGRAPHY SYSTEMS  2 Principle, Process parameter, Process details, Data preparation, data files and machine 4 details, Application SELECTIVE LASER SINTERING  3 Type of machine, Principle of operation, process parameters, Data preparation for SLS, 4 Applications  4 FUSION DEPOSITION MODELLING 3 Principle, Process parameter, Path generation, Applications SOLID GROUND CURING  5 Principle of operation, Machine details, Applications Laminated Object Manufacturing 6 Principle of operation, LOM materials Process details, application CONCEPTS MODELERS  6 Principle, Thermal jet printer, Sander's model market, 3-D printer GenisysXs printer HP 4 system 5, object Quadra systems RAPID TOOLING  7 Indirect Rapid tooling, Silicone rubber tooling, Aluminum filled epoxy tooling, Spray 6     metal tooling, Cast kirksite, 3Q keltool, etc Direct Rapid Tooling Direct AIM Quick castprocess, Copper polyamide, Rapid Tool, DMILS, Prometal, Sand casting tooling, Laminate tooling soft Tooling vshard tooling     SOFTWARE FOR RP     8 STL files, Overview of Solid view, magics, imics, magic communicator, etc Internet based 6 software, Collaboration tools RAPID MANUFACTURING PROCESS OPTIMIZATION  9 Factors influencing accuracy Data preparation errors, Part building errors, Error in 6  finishing, influence of build orientation Applications and case studies           Course"
"  PEN 405","  MODERN MANUFACTURING"," INTRODUCTION 1 Classification of Machine Tools, Working and Auxiliary Motions in Machine Tools, 2  Parameters Defining Working Motions of a Machine Tool, General Requirements of Machine Tool DesignMACHINE TOOL DRIVES  Selection of Electrical Motor, Stepped and Stepless Output, Upper and Lower limits of Machine Tools, Layouts of Intermediate Spindle Speeds, Selection of Values of Common Ratio, Speed and Feed Gear box Design, Gearboxes with Clutched Drives, Feed in Reciprocating Machines, Feed in Drilling Machines, Feed in Milling Machines, Feed in Lathe, Cutting Screw Design, Double-bound Gears, Mechanical Drives for Reciprocation Stepless Drives, Mechanical, Hydraulic, Electrical Stepless Drives  as)     STRENGTH AND RIGIDITY OF MACHINE TOOL STRUCTURES  Design Criteria for Machine Tool Structures, Static and Overall Compliance of Machine Tool, Design of Lathe Beds, Design of Radial Drill Column, Force Analysis of a Shaping Machine Ram, Analysis of Straining Actions on a Milling Machine Structure, Analysis and Design of Tailstock Assembly     ANALYSIS OF GUIDEWAYS AND POWER SCREWS Design of Slideways for Wear Resistance, Design of Slideways for Stiffness, Guideways Operating under Liquid Friction Conditions, Design of Power Screws     ANALYSIS OF SPINDLES AND SPINDLE SUPPORTS Functions of Spindle Unit and Requirements, Design calculations of Spindles, Sliding Bearings, Hydrodynamic and Hydrostatic Journal Bearings           Course"
"  PEN 412","  MACHINE TOOL DESIGN","ROBOT TECHNOLOGY 3  Fundamentals, General characteristics, Basic components, Robot anatomy, Robot selection        ROBOT CLASSIFICATION     Classification, Arm geometry, Degrees of freedom, Power sources, Types of motion, Path Control  3ROBOT SYSTEM ANALYSIS  3 Robot kinematics modeling, DH parameters, Forward and inverse kinematics, Robot 6 dynamics, Dynamic properties of robots TRAJECTORY PLANNING  4, Cartesian vs joint space trajectory planning, Polynomial trajectories, Cubic and quintic 4 interpolation, Higher order trajectories, 4-3-4 trajectory for pick and place operation ROBOT END EFFECTORS Types of end-effectors, Mechanical grippers, Gripper force analysis, Other type of grippers,  5 Special purpose grippers, Gripper selection and design, Process tooling, Compliance 6 SENSORS  6 Robot sensors, Sensor classification, Proximity sensors, Photoelectric sensors, Micro 6 switches, Rotary position sensors, Usage and selection of sensors VISION  7 Visual sensing, Machine vision- image acquisition, digitization, processing, analysis and 4 interpretation, Machine vision applications, Other optical methods ROBOT PROGRAMMING  8 Programming methods, Programming languages, Levels of robot programming, Motion 4 interpolation, Sample programs INDUSTRIAL APPLICATIONS Automation in manufacturing, Robot applications, Material handling applications,  9 Processing applications, Assembly operations, Inspection operations, Evaluating the 6 potential of a robot application  Course"
" PEN 413","  ROBOTICS","sMECHANISM OF CHIP FORMATION Steady of deformation, mechanism of deformation slip, twinning  dislocation, types of                                                                                      1 chips, single hear plane model and zone theory for determination of dynamic shear strain  8 Chip formation in drilling, chip formation in milling, effect of cutting variables on chip reduction coefficients Numerical problems  MECHANISM OF CUTTING force system in turning, merchant circle diagram, friction and shear force, shear stress in  2 turning, energy in cutting process, Kronenberg relation and velocity relation, chip deviation  10 and other effects on cutting forces Force system in drilling, force system in milling (Vulf simulated Model), Numerical problems  DETERMINATION OF CUTTING FORCES Theoretical determination of cutting forces--shear angle relation (Emst  Merchant, kronenberg, Lee  shaffer), practical determination of cutting forces-Design fundamental  3 of tool force dynamometers turning, drilling, milling and grinding dynamometers (mainly  10 strain gauge type)Tool Life, Machine-ability, Metal Cutting Optimization (Gilbert Model), tool life test (mainly facing tool life test) Machined surface finish --variables that effect surface finish  TOOL LIFE  MACHINEABILITY  4 Tool life, factors affecting tool life, criteria for tool life, mechanism of tool failure, 6 machine- ability and measurement of machine ability index DESIGN OF CUTTING TOOLS  5 Design of turning tool mainly high production tool, design of twist drills, design of form 8 milling cutters, designs of round internal broach (pull type) of thin strips and circular discs  Course"
" PEN 414"," THEORY OF METAL CUTTING","uresINTRODUCTION 8 1 Concurrent engineering concepts, sequential versus concurrent engineering, importance of concwrent engineering, benefits of concurrent engineering DESIGN FOR MANUFACTURING AND ASSEMBLY 13 Mathematical modelling between design and manufacturing, design for manufacturing and  assembly approach, concurrent product design, material balance equation, cost equation, average manufacturing lead time DESIGN METHODOLOGY 8 Design for X, Design of experiments and Taguchi’s method, Group technology based 3 design, Design for quality, pseudo measure of product optimality, quality function deployment, improvement in unit cost and quality of manufactured products COMPUTER AIDED ENGINEERING ANALYSIS AND PROTOTYPING 5 4 Geometric modelling, Feature based design, product data exchange, prototyping, finite element modelling and analysis, optimization IMPLEMENTATION AND CASE STUDIES 8 5 Difficulties associated with performing concwrent engineering, life cycle costing, and case studies Course"
"  PEN 415","  CONCURRENT ENGINEERING","TRODUCTION  1 Introduction to NC/CNC/DNC and its role in FMS and CIMS, Basics elements of CNC 4 system CONSTRUCTIONAL DETAILS CNC MACHINES  2 CNC Hardware Elements including drives, actuators  sensors, Machine structure- Static, 8  Dynamic and Thermal load factors Guide-ways- Antifriction Linear Motion (LM) Guide ways, Re-circulating Ball Bushings, Linear Bearings with Balls and RollersTRANSMISSION SYSTEMS  Mechanical Transmission System Screw and Nut, Re-circulating Ball screws, Re- circulating Roller screws Rack-and-pinion Spindle and Spindle Bearings Hydrodynamic bearing, Hydrostatic Bearings, Antifriction bearings     CNC PART PROGRAMMING  Introduction to Part Programming, Axis identification and coordinate systems, referencing, structure of CNC part program, programming formats, Radius and Length Compensation Schemes     ADVANCED PROGRAMMING FEATURES Canned Cycles, Radius and Length Compensation Schemes, Computer Assisted CNC part programming using APT language and applications     TOOLING FOR CNC MACHINE TOOLS Tooling requirements of CNC machines, work and tool holding devices in CNC machines     RECENT DEVELOPMENTS IN CNC MACHINE TOOLS DNC and parametric programming, Simulation, Application of advanced CAM software and programming case studies"
"  PEN 416","  CNC MACHINES AND PROGRAMMING"," UNDERSTANDING DESIGN Design  its nature, Design activities Design exploration, Design generation, Design 1 evaluation, Design communication, Design Ability Human Brain  whole brain thinking, 4 Intuition vs logical thinking, Difference between Scientist/Engineer  a designer, Design problems Design brief, ill-defined problems, Final design description, Four stage design process model PRODUCT DEVELOPMENT What is product development, Characteristics of successful product development, Who 2 designs  develops products, Challenges of product development, Phases of product 4 development process 3 CONSTANT AND TIME DEPENDANT FAILURE MODELS 2 Exponential, weibull, normal and lognormal distributions PRODUCT PLANNING  4 Product planning, Types of product development projects, Product Planning process 2 (steps) CONCEPT DEVELOPMENT PHASE Identifying Customer Needs 5 Product Specifications What are specifications, When are specifications established?,  6 Establishing target specifications Setting the final specifications The activity of concept generation, A five-step method Concept Selection  Concept Testing 6 SYSTEM LEVEL DESIGN 3 Product Architecture, Industrial design DETAIL DESIGN Design for manufacturing  Robust design ,Computer Aided Design Geometric modeling 7 approaches, Wireframe  surface modeling, NURUBS, Solid modeling, Features, 6 Parametric  Variational Design, Computer Aided Engineering Analysis, CAD/CAM Data Exchange, Rapid prototypin TESTING  REFINEMENT Prototyping basics, Principles of prototyping, Prototyping technologies, Planning for 3 $ Prototypes TYPES OF MAINTENANC Corrective, Breakdown, Predictive, Replacement, Preventive and Proactive maintenance 2 strategies, Preventive maintenances v/s repair, Computerized Maintenance Management 4 System, Reliability under preventive maintenance DESIGN FOR MAINTAINABILITY Quantifiable measures of maintainability, maintainability management tasks during the 10 product life cycle, life cycle costing, life cycle cost estimation models, spare parts 3 management u INTRODUCTION TO TPM AND RCM  2 Classification, Principles, applications and case studiesCourse"
"  PEN 417"," L  PRODUCT DESIGN AND DEVELOPMEN","  NON FUSION WELDING PROCESSES  1 Resistance, Friction, Explosive, Ultrasonic Welding Principle, method of operation, 8 process variables and applications HEAT FLOW IN WELDING Calculation of peak temperature width of Heat Affected Zone cooling rate and  2 solidification rates weld thermal cycles residual stresses and their measurement weld 6 distortion and its prevention  3 EFFECT OF WELDING PARAMETERS 8 Effect of voltage, current, wire feed rate, welding speed, polarity on weld bead geometry AUTOMATION IN WELDING  4 Semi automatic welding, Automatic welding, Automated welding, Remote welding, Robot 8 welding, Adaptive controls SPECIFIC WELDING APPLICATIONS AND INNOVATIONS  5 Welding in wind, Welding at low ambient temperature, Welding in vacuum, Underwater 6 welding and Welding in space, Welding of ceramics and plastics WELDABILITY  6 Definition of weld-ability, methods weld-ability evaluation, weld-ability of carbon steel, 6  stainless, steel, cast Iron, and aluminum, welding defects, brazing, soldering, thermal spraying and surfacing, Pre-weld and post weld treatmentsList of Experiments  Number of Turns 1 Fabrication exercise by using Ultrasonic welding machine 2 2 Fabrication exercise by using Wire butt welding machine 2 3 Fabrication exercise by using SAW machine 2 4 Analyze the effects of welding parameters on bead geometry of the weld 4 5 Analyze the effects of welding parameters on the weld characteristics of spot welding 2 machine 6 Study of friction welding process 2 Course"
"  PEN 421","  ADVANCE WELDING TECHNOLOGY"," INTRODUCTION Ferrous and non-ferrous materials and their properties, pattern allowances, sand properties, 1 testing and control, special sand additives, metallurgical consideration of cast iron, SGiron,  6 steel, aluminum, Mg- alloys and Ti-alloys for casting process, progressive and directional solidification PATTERN AND CASTING DESIGN 2 Pattern design, recent developments in pattern design, materials and construction Casting 6 design considerations- review of casting design, recent trends CASTING PROCESSES Review and critical comparison of various established process, cold chamber and hot 3 chamber die casting, recent d eg low pressure and high pressure moulding, full moulding 5 process, hot and cold box moulding, ceramic shell molding, squeeze and pressed casting RISERS AND GETTING SYSTEM 4 Riser design, risering curves, NRL method of riser design, feeding distance, risering of complex casting, risering of alloy other than steel 5 INTERNAL STRESSES AND SURFACE FINISH 8stress relief, defects and their causes  remedies TESTING, INSPECTION AND QUALITY CONTROL testing of sand, recent development eg index, compatibility, X-ray mould ability  X-ray $ radiography, magnetic particle, dye penetrant and ultrasonic inspection, use of statistical 4 quality control in foundray 7 HEAT-TREATMENTOFCASTINGS 2 Heat treatment of steel, iron and stainless steel castings FURNACE TECHNOLOGY Furnaces used in foundry, Crucible, Hearth, Resistance, Arc and Induction furnaces their 8 construction, operation  applications 5 Heat treatment furnaces and drying ovens used in foundry Energy saving in melting practices Melting practices for ferrous and non-ferrous alloys MECHANIZATION 9 Foundry mechanization, pollution control in foundries, inspection, repair and salvage of 4 castings, quality control in foundries, casting design consideration, application software in casting Course"
" 4 PEN 422","  ADVANCE CASTING TECHNOLOGY"," BASIC CONCEPTS OF RELIABILITY 1 Concept, Terms, course objectives, applications, area of use, use of reliability in industry 4 Introduction to Probability Concepts BASIC RELIABILITY MODELS The Reliability function, mean time to failures, hazard rate function, bath tub curve, 2 conditional reliability, probability density function, failure rate, failure density, hazard rate, 5 uncertainty measures 3 CONSTANT AND TIME DEPENDANT FAILURE MODELS 4 Exponential, weibull, normal and lognormal distributionsRELIABILITY OF SYSTEMS Series and parallel-connected systems, Concept of redundancy, k out of n standby system,                       4 course objectives, applications, redundant standby systems, system structure functions, 5 minimal cuts and minimal paths, common mode failures, three state devices DETERMINATION OF RELIABILITY (STATE DEPENDANT SYSTEMS)  5 Markov analysis, load sharing system, standby systems, degraded systems, Reliability  4 allocation with redundancies FAILURE ANALYSIS  6 Introduction to failure mode and effect analysis, FMEA and FMECA, criticality analysis, 4 Fault tree diagram, event tree  7 AVAILABILITY 2 Concept and definitions, availability models, system availability  INTRODUCTION TO MAINTENANCE  8 Course objectives and importance of maintenance, Functions of Maintenance, 2 maintainability vs maintenance TYPES OF MAINTENANCE  9 Corrective, Breakdown, Predictive, Replacement, Preventive and Proactive maintenance 5 strategies, Preventive maintenances v/s repair, Computerized Maintenance Management System, Reliability under preventive maintenance  DESIGN FOR MAINTAINABILITY  10 Quantifiable measures of maintainability, maintainability management tasks during the 4 product life cycle, life cycle costing, life cycle cost estimation models, spare parts management  u INTRODUCTION TO TPM AND RCM 3  Classification, Principles, applications and case studies           Course"
