"Code","Name","Detail"
" ECN 209"," DIGITAL SIGNAL PROCESSING","s     TRANSFORMATION OF DISCRETE SIGNALS  Typical applications of DSP, Discrete Fourier Transform(DFT) and its properties, IDFT, Fast Fourier Transform (FFT), Decimation in time and decimation in frequency algorithms, IFFT  8     DIGITAL FILTERS Recursive and non recursive systems, Frequency domain representation of discrete time systems, systems function, Ideal low pass filter     DESIGN OF IIR FILTERS Impulse invariance transformation technique, Bilinear transformation, Design of IIR Filters using Butterworth, chebyshev and elliptic filter , Digital frequency transformation     DESIGN OF FIR FILTERS Design of FIR filters using Window technique, frequency sampling technique, Equiripple Approx technique, comparison of IIR and FIR filters     REALIZATION OF DIGITAL SYSTEMS Block diagrams and signal flow graphs for FIR and IIR systems, Direct form, cascade and parallel form realization of FIR and IIR systems     DSP PROCESSOR Introduction to fixed point and floating point processors , architecture of a DSP processor  N     MULTIRATE DSP  APPLICATIONS Multirate DSP and its applications, Decimation, Interpolation, Sampling Rate Conversion     ADAPTIVE WEINER FILTER Adaptive Weiner filter  its application in echo cancellation and equalization"
"  ECN 210","  COMMUNICATION THEORY","  RANDOM SIGNALS 6  1 Definition of a random process, stationarity, ensemble averages, Power spectral density, cross spectral density, Gaussian process RANDOM SIGNAL THEORY 9 Probability, random variables, probability density, statistical moments, different density  2 functions, sum of random variables, transformations of density functions, correlation functions, random processes, correlation functions of random processes, spectral density, white noise SIGNAL TRANSMISSION THROUGH LINEAR NETWORKS 9  3 Convolution theorem, frequency domain analysis, bandpass networks, ideal transfer functions-amplitude distortion , phase distortion, optimum filters, matched filters, minimum mean square error criteria, calculation 2 INPUT-OUTPUT RELATIONS WITH RANDOM INPUTS 9  4 Probability density input-output relationships, equivalent noise bandwidth, envelope of sine wave plus gausian noise NOISE AND INTERFERENCE 2 Classification of noise, sources of noise, atmospheric noise, shot noise, thermal and white  5 noise, noise spectral density, noise calculations, Noise Figure of Devices, Circuits and  Cascaded Networks, Experimental Determination of NF, Noise Calculations for different Communication SystemsCourse"
"  ECN301","  COMPUTER ARCHITECTURE","  REGISTER TRANSFER AND MICRO OPERATIONS 8 Register transfer Language, Register transfer, Bus  memory transfer, micro operations,  1 Instruction codes, Computer instructions, Timing  control, Instruction Cycles, Memory reference instruction, Input /Output  Interrupts, Complete computer description  design of basic computer  2 CONTROL UNI 4 Hardwired vs Micro programmed control unit CENTRAL PROCESSING UNIT 7  3 General register organization, Stack organization, Instruction format, Data transfer  manipulation, Program control, RISC, CISC  4 COMPUTER ARITHMETIC 5 Addition  subtraction, Multiplication Algorithms, Division algorithms INPUT-OUTPUT ORGANIZATION 7  5 Peripheral devices, I/O interface, Data transfer schemes, Program control, Interrupt, DMA transfer, I/O processor MEMORY UNI 8  6 Memory hierarchy, Processor vs memory speed, Hard disk drive, High-speed memories, Cache memory, Associative memory, Interleave, Virtual memory, Memory management PARALLEL PROCESSING 3  7 Types of parallel processors, performance considerations, pipeline processors, array processors  Course"
" ECN 302"," ADVANCED COMMUNICATION","s     INTRODUCTION  Digital communication system (description of different modules of the block diagram), Complex baseband representation of signals, Gram-Schmidt orthogonalization procedure M-ary orthogonal signals, bi-orthogonal signals, simplex signal waveforms  6     DIGITAL MODULATION TECHNIQUES  Pulse amplitude modulation (binary and M-ary, QAM), Pulse position modulation (binary and M-ary), Carrier modulation (M-ary ASK, PSK, FSK, DPSK), Continuous phase modulation (QPSK and variants, MSK, GMSK)  10     SATELLITE COMMUNICATION Evolution and growth of communication satellites, Kepler’s laws of motion, orbits, Altitude control Satellite launch vehicles- Arianne, SLV space shuttle Sub systems of communication satellite Spectrum allocation and Bandwidth considerations Propagation characteristics, Satellite transponders and other sub systems Earth station technology Analog and Digital link design Multiple access techniques  10        OPTICAL COMMUNICATION Characteristics of optical transmission media, Optical fibers — preparation and transmission characteristics, Loss and dispersion mechanisms, Optical sources — principles of operation, Modulation characteristics and Driver circuits, Photo detectors — Principles of operation, Fiber Optic communication Systems and Link budget using direct detection, Fiber optic connectors, Couplers, Multiplexers and splices, Multi-channel transmission, Optical amplifiers, Coherent and  WDM systems        10PRINCIPLES OF VIDEO COMMUNICATIONS TECHNICS 6 5 Basics of Telephony and Telegraphy Introduction to Video Signals, Block diagram of TV transmitter and receiver system, Picture signal transmission, Positive and negative modulation, vestigial sideband transmission, Standard channel BW  a Number of"
" ECN 303"," MICROWAVE  RADAR ENGINEERING","s     MICROWAVE COMPONENTS  Attenuators and phase shifters, Bends, Comers, Twists, Flanges, Shorts, Matched loads, Tees (e-plane h plane  hybrid), Rat-race, Directional Couplers, Scattering matrix Ferrite devices (isolator, circulator, gyrator), Cavity resonators  5     MICROWAVE MEASUREMENTS Power and impedance measurement, Measurement of SWR, Frequency and wavelength     SOLID STATE SOURCES  Limitations of conventional solid state devices at microwave frequencies, Transistors (MESFET, HEMT), Diodes (tunnel, varactor, pin), transferred electron devices (GUNN), Avalanche transit time devices IMPATT AND TRAPATT)     MICROWAVE TUBES Limitations of conventional tubes at microwave frequencies, Klystron amplifier, Reflex Klystron, Magnetron, TWT, BWO, CFA’S     INTRODUCTION TO RADAR SYSTEMS Basic principal block diagram and operation of radar, Radar range equation, PRF’s, Range ambiguities Applications of radar’s     DOPPLER RADAR  Doppler determination of velocity, CW radar and its limitations, FM-CW radar, Basic principle and Operation of MTI radar, Delay line cancellers, Blind speeds and staggered PRF     SCANNING AND TRACKING TECHNIQUES  Various scanning techniques (horizontal, vertical, spiral, palmer, raster, nodding), Angle tracking system (lobe switching, conical scan, monopulse), Range tracking systems, Doppler (velocity) tracking systems"
"  ECN 304","  WIRELESS COMMUNICATION"," INTRODUCTION TO CELLULAR SYSTEMS A basic cellular system, performance  3  1 criteria, uniqueness of mobile radio environment, operation of cellular system, planning a cellular system, analog digital cellular systems  CELLULAR WIRELESS COMMUNICATION SYSTEM Second generation cellular  5  2 systems GSM specification and air interface- specification of various units, GSM Architecture, 25 G systems GPRS/EDGE specifications and features, 3G systems UMTS  CDMA 2000 standards and specifications  ELEMENTS OF CELLULAR RADIO SYSTEMS DESIGN General description of the  7  3 problem, Concept of frequency reuse channels, co-channel interference reduction factor, desired C/I from a normal case in an Omni directional antenna system, cell splitting, consideration of the components of cellular systems  INTERFERENCE Introduction to co-channel Interference, real time co-channel interference  6  4 , co-channel measurement design of antenna system, antenna parameter and their effects, diversity receiver in co-channel interference- different types, Equalization, Equalization in Communication Receiver,, RAKE Receiver,Fundamental of Channel Coding  CELL COVERAGE FOR SIGNAL  TRAFFIC General introduction, Obtaining the  6 mobile point to point mode, propagation over water or flat open area, foliage loss,  5 propagation near in distance ,long distance propagation ,point to point prediction model characteristics, cell site, antenna heights and signal coverage cells, mobile to mobile propagation  CELL SITE ANTENNAS AND MOBILE ANTENNAS Characteristics, antenna at cell  5  6 site, mobile antennas, Frequency Management and channel Assignment, Frequency Management, fixed channel assignment, non-fixed channel assignment, traffic  channel assignment  7 HAND OFF, DROPPED CALLS Why hand off, types of hand off and their  4 characteristics, dropped call rates  their evaluation  EARTH STATION AND VSATS Spacecraft Structure, Primary Power, Various  6  8 Subsystem of a Satellite, Transmitter, Receivers, Components of Earth Station, VSAT- type, Uses  - - Number of"
"  ECN 305","  EMBEDDED SYSTEMS"," 1 INTRODUCTION TO EMBEDDED SYSTEMS 2 Fundamentals of embedded system, block diagram and description of each unit 8051 MICRO CONTROLLERS 6 2 Architecture, Pin configuration, SFR’s , Memory, 8051 Addressing modes, Timers, Interrupts 8051 INSTRUCTIONS 5 Introduction to 8051 assembly language programming JUMP, LOOP and CALL 3 instructions, Arithmetic instructions Unsigned addition and subtraction, unsigned multiplications and Division, signed number concepts and arithmetic operations, Logic And Compare instructions, BCD and ASCII Application Programs VO PORT PROGRAMMING 5 4 Single bit instruction programming, Single bit operations with CY, Reading Input Pins Vs Port latch, Programming 8051 timers 5 INTERFACING WITH 8051 4 LCD Keyboard Interfacing , serial communications Programming 6 PIC18FXXXX FAMILY 4 Introduction to PIC microcontrollers, Architecture of PIC18 family of devices 7 PROGRAMMING MODEL 3PICI18F programming model, instruction set, instruction format Data copy, arithmetic, branch, logical, bit manipulation and multiply-divide operations Stacks, subroutines and macros                                                                                                           8 INPUT/OUTPUT PORTS AND INTERFACING 3 Concepts of I/O interfacing, PIC18 I/O ports, Interfacing of output and input peripherals INTERRUPTS AND TIMERS 2 9 Concepts of Interrupts and Timers, Interrupts and their implementation in PIC18, timer operation, Use of Interrupts in applications 10 CCP MODULE   — 4 Concept of CCP module, Various modes of CCP module and its application u SERIAL 1/0 2 Concept of serial I/O, PIC18 serial communication module DATA CONVERTERS 2 12 Basic concepts of Data Converters, PIC18F452 A/D and D/A converter modules and its applications z Z Number of"
"  ECN 401","  CONTROL SYSTEMS"," INTRODUCTION 4 1 Basic components of a control system, classification of control system, Servomechanism, Regulator and process control, Feedback control Systems-Characteristics and Performance MODELLING A CONTROL SYSTEM 6 2 Transfer function approach, Block Diagram Representation, Signal flow graphs, Error Analysis TIME RESPONSE ANALYSIS P 3 Time response of first order systems, second order systems, steady state errors and error constants, Sensitivity, Concept of Stability, Conditions of Stability Root Locus Technique FREQUENCY RESPONSE ANALYSIS 4 Correlation between time and frequency response, Polar Plots, Bode Plot, stability margins 4 on Bode plots, Nyquist criteria, Assessment of stability using Nyquist criteria, Design problem, preliminary considerations of classical design, realization of basic compensators, lead compensator, Lag compensator, Lag Lead Compensator CONTROL ACTIONS AND CONTROLLER CHARACTERISTICS 3 5 Proportional, Integral and Derivative Control Actions, Proportional plus integral control action, proportional plus derivative control action, PID controller SAMPLED DATA CONTROL SYSTEMS 4 6 Sample and Hold operations, frequency domain considerations, Transform Analysis of sampled data systems, Linear difference equations, Z-transform, block diagram analysis of sampled data systems, STATE SPACE ANALYSIS OF CONTROL SYSTEM 4 @ State Space representation, Transfer Matrix, State Transition Matrix, Single Input Single output system, multiple input multiple output system, Controllability and Observability Course"
" ECN 402"," DIGITAL IMAGE PROCESSING","     FUNDAMENTALS OF IMAGE PROCESSING Introduction ,Steps in image processing  9 systems, Image acquisition, Sampling and Quantization , Pixel relationships , Color fundamentals and models, File formats, Image operations, Arithmetic, Geometric and Morphological     IMAGE ENHANCEMENT Spatial Domain Gray level Transformations ,Histogram  9 processing, Spatial filtering smoothing and sharpening Frequency Domain Filtering in frequency domain , DFT, FFT, DCT , Smoothing and sharpening filters - Homomorphic Filtering     IMAGE SEGMENTATION AND FEATURE ANALYSIS Detection of Discontinuities,  8 Edge operators, Edge linking and Boundary Detection, Thresholding, Region based segmentation, Morphological Watersheds, Motion Segmentation, Feature Analysis and Extraction     MULTI RESOLUTION ANALYSIS AND COMPRESSIONS Multi Resolution  8 Analysis Image Pyramids, Multi resolution expansion, Wavelet Transforms, Image compression Fundamentals , Models, Elements of Information Theory , Ezror free compression , Lossy Compression , Compression Standards     APPLICATION OF IMAGE PROCESSING Image classification, Image recognition ,  8 Image fusion, Stegenography, Colour Image Processing pattern recognition           Course"
" ECN 403"," NEURAL NETWORKS AND FUZZY SYSTEMS","res                                                                          INTRODUCTION TO NEU NET 4 1 Artificial Neural Networks, Biological Neural Networks, Applications of Neural Nets, Architecture of Neural Networks, History of Neural Networks, MC Culloch-Pitt Neuron 2 PATTERN CLASSIFICATION 4 Biases and threshold, Linear separability, Hebbnet, Perceptron, Adaline, Madaline PATTERN ASSOCIATION 6 3 Training Algorithms for Pattern Association, Heteroassociative Memory Neural Network, Auto associative Net, Iterative Auto associative Net, Bidirectional Associative Memory (BAM) NEURAL NETWORKS BASED ON COMPETITION 6 4 Maxnet, Mexican Hat, Hamming Net, Kohonen Self Organizing Maps, Learning Vector Quantization, Full and Forward Counterpropagation 5 ADAPTIVE RESONANCE THEORY 4 Introduction, Architecture and algorithm of ARTI and ART2 BACKPROPAGATION NEURAL NET 4 6 Standard Back propagation, Architecture, Algorithm, Variations, Derivation of learning tules FUZZY LOGIC AND SETS 6 @ Concepts of fuzzy logic, Crisp and fuzzy sets, properties of fuzzy sets, operations on fuzzy sets, fuzzy relations, operations on fuzzy relations FUZZY LOGIC SYSTEM COMPONENTS 4 8 Membership function, features of membership function, fuzzification, membership value assignment, fuzzy decision making, fuzzy system, FUZZY RULE BASED SYSTEM 4 9 Formation of rules, decomposition of rules, aggregation and properties of fuzzy rules, fuzzy interference systems Course"
" ECN 404"," ELECTRONIC MEASUREMENTS AND INSTRUMENTATION","s     INTRODUCTION STATISTICAL Basic characteristics of measuring devices, types of errors and their statistical analysis, accuracy, precision and ratings of instruments, fundamental, derived and international systems of units and their conversion  4     ANALOG INSTRUMENTS  Electromechanical instruments — moving, coil, moving iron, electrodynamics, rectifier, electrostatic instruments, current voltage and power measurements, induction type energy meter, q-meter frequency     TRANSDUCERS  Actuating mechanisms, electric types of transducers — self generating, piezo electric, photo Variable parameter transducers — variable resistance strain gauges, variable capacitance — LVDT, magnetos ruction types     OPTOELECTRONIC MEASUREMENTS AND BIOTECHNOLOGY INSTRUMENTS  Radiometry and photometry, laws of illumination, optical transducers, light modulating techniques, fiber optic sensors, ECG, EEG, cardiovascular measurements, pacemakers, instrumentation for diagnostic x-rays     SIGNAL GENERATORS AND ANALYZERS Sweep frequency generator, frequency synthesized signal generator and function generator, wave analyzer harmonic distortion and spectrum analyzer     INDICATING AND RECORDING SYSTEMS Digital frequency counters, X-Y and X-T recorders, general purpose oscilloscopes, delayed time base, sampling and digital storage type oscilloscopes, probes     DAS AND MICROPROCESSOR BASED INSTRUMENTATION  Modern Digital DAS Systems, Microprocessor Based Systems like multifunction test instrument, signature analyzer, logic analyzer, temperature monitoring system, water level sensing system, interface standards           Course"
