"Code","Name","Detail"
" AEN 209"," AIRCRAFT STABILITY AND CONTROL"," STICK FIXED STATIC LONGITUDINAL STABILITY az  Introduction to stability, Criterion for static stability of an aircraft, Contribution of different parts to stick fixed static longitudinal stability of aircraft, Effect of power, Neutral point (stick fixed), Centre of gravity limits Static margin, In flight measurement of stick fixedneutral point     STICK FREE STATIC LONGITUDINAL STABILITY Contribution of different parts to stick free static longitudinal stability of aircraft, Control surface hinge moments, Floating and restoring tendencies, Different types of tabs used on                 2 airplanes, Effect of free elevator on airplane stability, Elevator control power, Stick force gradients, Neutral point (stick free), Controls free center of gravity limit In flight measurement of stick free neutral point  MANEUVERING FLIGHT  3 Effect of acceleration on airplane stability, Elevator angle per g, Stick force per g, Maneuver points and in flight measurement of maneuver points (stick fixed  stick free), Maneuver margins  DIRECTIONAL STABILITY AND CONTROLS  4 Asymmetric flight, Weather cock stability, Contribution of different parts of Aircraft, Adverse yaw, Frise Aileron, Spoiler Controls Rudder Fixed and Rudder free static directional stability, Rudder control power, Rudder lock  LATERAL STABILITY AND CONTROL  5 Dihedral Effect Contribution of different parts of aircraft, Aileron control power, Cross coupling of lateral and directional effects DYNAMIC STABILITY  6 Introduction to dynamics, Spring-mass system Equations of motion, Stability  control derivatives, Longitudinal dynamic stability, Lateral and Directional dynamic stability, Analysis of different stability modes PARAMETER ESTIMATION  7 Parameter estimation, various parameter estimation techniques, Procedure for parameter     estimation        Course"
"  AEN 210","  COMPRESSIBLE AND FINITE WING AERODYNAMICS","s     CONFORMAL TRANSFORMATION Complex potential function, principles of conformal transformation, Kutta-Zhukovsky transformation of a circle into flat plate, airfoils  ellipses, lift, velocity and pressure distribution on Zhukovsky airfoil section  7     INCOMPRESSIBLE FLOW OVER AIRFOILS  Classical thin airfoil theory, symmetrical airfoil, cambered airfoil, flapped airfoil, Description of flow about multi-element airfoils , Biot-Savart’s law and Helmholtz’s theorem     INCOMPRESSIBLE FLOW OVER FINITE WINGS  Vortex system, Downwash  induced drag, Prandtl’s classical lifting line theory, fundamental equations Elliptic and general lift distribution over finite unswept wings, effect of aspect ratio, Lifting Surface theory, Formation Flying, Ground effect Drag reduction by variable twist, variable camber wings, Laminar flow control, winglets     DELTA WING AERODYNAMICS Polhamus theory, leading edge suction analogy, calculations of lift coefficient, flow field, aspect ratio effect, leading edge extension, HAA aerodynamics     ELEMENTS OF COMPRESSIBLE FLOW  Compressible flow properties Total Enthalpy, Total Temperature, Temperature and Pressure ratios as a function of Mach No, Mass Flow Parameter (MFP) Isentropic Area ratio (A/A), Velocity-Area variations, Rayleigh Pitot tube formula, Flow in constant area duct with friction and heat transfer     EXPERIMENTAL METHODS  Subsonic , Transonic, supersonic wind tunnels, shock tube, wind tunnel balances, wind tunnel corrections, measurement of forces and moments, measurement of profile drag by pitot traverse of wake, shadowgraph system, Schlieren system, interferometer, Hot wire Anemometer"
"  AEN 301","  VIBRATIONS AND AERO ELASTICITY","s     INTRODUCTION AND UNDAMPED FREE AND TRANSIENT VIBRATIONS Definitions and terminology, simple harmonic motion ,combinations of two simple harmonic motions, solution of second order differential equations, complex numbers, classical solution, energy solution, summery of procedures for determining natural frequency, transient, response, equivalent systems  8     DAMPED FREE AND TRANSIENT VIBRATIONS-SINGLE DEGREE OF FREEDOM  Introduction, viscous damping, critical damping, over damping, under damping, equivalent dampers, coulomb damping     STEADY STATE FORCED VIBRATIONS -SINGLE DEGREE OF FREEDOM Introduction, sources of excitation, impressed harmonic force, impressed force due to unbalance excitation, transverse critical speed of a single disk, motion excitation, transmissibility and isolation, summary of simple harmonic excitation, commercial isolator materials     INTRODUCTION TO AEROELASTICITY  Definition and historical background, static and dynamic aero elastic phenomenon, integration of aerodynamic, elastic and inertia forces, influence of aero elastic phenomenon on aircraft design, comparison of critical speeds     DIVERGENCE OF LIFTING SURFACES  The phenomenon of divergence, divergence of 2-D wing section, divergence of an idealized cantilever wing, solution based on semi-rigid assumptions, solution to generalized co- ordinates method of successive approximation ,use of numerical methods     STEADY STATE AEROELASTIC PROBLEMS IN GENERAL Loss and reversal of aileron control,2-D and general case, lift distribution on a rigid and elastic wing, effect on static longitudinal stability of airplane, flutter and buffeting           Cours  e"
" AEN 302","  GAS DYNAMICS","s     COMPRESSIBLE SUBSONIC FLOWS OVER AIRFOILS  The derivation of velocity potential equation Linearization , Prandtl-Glauert compressibility correction Karman —Tsien correction, Critical Mach number, Drag Divergence mach number ,Whitcomb’s area rule, Super critical airfoil  6     SHOCK WAVES   Introductory remarks, point source in a compressible flow, Mach waves and shock waves Normal Shock waves equation of motion for a normal shock, normal shock relations for a perfect gas, stagnation conditions, RH relations, propagating shock waves, weak shock, reflected shock wave, centered expansion waves, shock tube Numerical examples     OBLIQUE SHOCK WAVES  Introduction, oblique shock relations, M-0-B relations, shock polar, supersonic flow over wedge and cone ,weak oblique shock, supersonic compression, detached shock Numerical examples     EXPANSION WAVES  Supersonic expansion by turning, Prandtl-Meyer flow, Numerical problems Simple and non simple regions, reflection and intersection of shocks and expansion waves, Mach reflections, Method of characteristics, numerical examples Shock wave —Boundary Layer interaction     LIFT AND DRAG IN SUPERSONIC FLOWS  Shock —Expansion theory, flow field in supersonic flows, numerical problems, thin airfoil theory, analytical determination of lift and drag coefficients on flat plate, bi-convex, and diamond shaped sections in supersonic flows, numerical problems, supersonic leading and trailing edges           COMPRESSIBLE FLOW THROUGH NOZZLESGoverning equations, Nozzle flows, Area mach no relation, numerical problems, Diffusers, Supersonic wind tunnels, Shock wave —Boundary Layer interaction inside nozzles           Course"
"  AEN 303","  AIRPLANE DESIGN"," PRELIMINARIES 6 Aircraft design, Requirements and specifications, Airworthiness requirements, Importance of 1 weight, Aerodynamic and structural design considerations, Classifications of airplane, Concept of configuration, Features of special purpose airplanes, Unmanned aerial vehicles and their features, Control configured vehicles AIR LOADS IN FLIGHT 5 2 Classical methods of estimating symmetrical maneuvering loads on a wing in flight, Basic flight loading conditions, Load factor, V-n diagram, Gust loads, Estimation of gust loads, Gust envelope, Use of panel methods to estimate air load distribution on a wing AIRPLANE WEIGHT ESTIMATION 5 3 Estimation of airplane weight based on airplane type / mission and material used, Trends in wing loading and thrust loading, Iterative approach WING DESIGN CONSIDERATIONS 6 Factors influencing selection of airfoil and plan form, Span wise air loads variation, Super 4 critical wing, Stalling, take-off and landing considerations, BM and SF diagrams, Design principles of all metal, stressed skin wing (Civil  Military airplane), Estimation of wing drag 5 STRUCTURAL LAYOUT AND INTEGRATION 6     Structural layout of straight, tapered and swept (forward and aft) wings, Cockpit andpassenger cabin layout, Layout of flight and engine controls, Wing-fuselage joining methods, All metal airplane considerations, Use of composite materials, Preparation of 3- views, CG location     UNDERCARRIAGE Requirement of undercarriage, Different arrangements, Mechanism for retraction into fuselage and wing, Absorption of landing loads, Calculations of loads     AIRFRAME AND POWER PLANT INTEGRATION Estimation of Horizontal and vertical tail volume ratios, Number of engines, Types and location for inlets, Variable geometry inlets, Revised CG location     COMPLETE DESIGN PROBLEM  Preparation of conceptual design of an airplane from given specifications, Use and analysis of existing designs for this purpose, Design of airframe for the specifications, Prediction of performance, stability and control, Relaxed stability, Selection of engines from all considerations with all details, Freezing the design, Preparation of preliminary drawings including 3 views and lay out           Course"
"  AEN 304","  COMPUTATIONAL FLUID DYNAMICS","  INTRODUCTION ab Differential and integral relations for conservation of mass, linear momentum, angular  1 momentum and energy for a control volume, Incompressible N-S equations, Vorticity-stream function formulations, Equations in general orthogonal coordinate systems, A body-fitted coordinate systems  2 TYPES OF EQUATIONS 5Classification of partial differential equations, Linear/Nonlinear partial differential equations, Elliptic, parabolic, hyperbolic partial differential equations, System of first order partial differential equations, Initial and Boundary Conditions     FINITE DIFFERENCE TECHNIQUES Finite difference approximations, Discretization using Taylor series, Discretization using Orthogonal Polynomials, Truncation error estimates, finite volume method     METHODS FOR PARABOLIC EQUATIONS  Parabolic partial differential equation, Finite difference formulation, Explicit and Implicit methods, Von Neumann stability analysis, Consistence analysis, Solution of tridiagonal systems     HYPERBOLIC EQUATIONS AND PANEL METHOD  Solution of hyperbolic equations- Burgers equation, Two and three-dimensional panels, Panel singularities, Panel method for Two dimensional non-lifting bodies, Two and three- dimensional source panels, Two-dimensional vortex lattice and Vorticity panel methods, Panel method for compressible subsonic and supersonic flows,Time-split methods,     METHODS FOR ELLIPTIC EQUATIONS Elliptic partial differential equation, Finite difference Discretization, Iterative schemes (Point Jacobi, Gauss Seidel, SOR, SLOR) Applications to literalized subsonic potential flow     GRID GENERATION TECHNIQUES Structured and Unstructured grids, Boundary fitted grids, Elliptic grid, generation, Algebraic grid generation, Working problem based on two methods"
"  AEN 30","  SPACE DYNAMICS"," PRINCIPLE OF ROCKET PROPULSION a Thrust, specific impulse, exhaust velocity, energy and efficiency, Tsiolkovsky’s rocket 1 equation, orbits, optimising a multistage rocket, optimising the rocket engines, strap-on boosters, Solar system, the planets, reference frames and coordinate systems, celestial sphere, the ecliptic, geocentric reference frames, velocity vector LAUNCH VEHICLE DYNAMICS 8 Range in the absence of gravity, Vertical motion the Earth’s gravitational field, Vehicle velocity, Range, Inclined motion in a gravitational field, Constant pitch angle, The flight 2 path at constant pitch angle, Motion in the atmosphere, Aerodynamics forces, Dynamic pressure, The gravity turn, Basic launch dynamics, Airless bodies, Typical Earth- launch trajectories, The vertical segment of the trajectory, The gravity tum or transition trajectory, constant pitch or the vacuum trajectory, Orbital injection, Actual launch vehicle trajectories, SPACE FLIGHT 8 Introduction, differential equations, Lagrange’s equation, orbit equation, space vehicle 3 trajectory, Kepler’s laws, introduction to earth and planetary trajectory, general equations of motion for atmospheric entry, application to ballistic entry Entry heating, lifting entry with application to Space Shuttle THE EARTH SATELLITE OPERATIONS 6 4 The Hohmann transfer, inclination-change maneuver, launch to rendezvous, decay life time, earth oblateness effect, low thrust orbit transfer SATELLITE ATTITUDE DYNAMICS 6 5 Torque —-Free-axisymmetric rigid body, The general torque free rigid body, semi-rigid space craft, attitude control, Spinning and Non spinning space craft The Yo-Yo mechanism, gravity gradient satellite, the dual spin space craft INTERPLANETARY MISSIONS P Basic concepts, 2-D interplanetary trajectories, Hohmann trajectories, launch opportunities, 6 fast interplanetary trajectories, 3-D interplanetary trajectories, launch of interplanetary spacecraft, trajectory about target planet Course"
"  AEN 401","  HELICOPTER DYNAMICS"," INTRODUCTION 7 1 Historical development of helicopter and overview, Classification based on main rotor configuration and tail rotor configuration Comparative analysis, Major components of conventional helicopter, Composite structure BASIC CONCEPTS AND HELICOPTER CONTROLS 8 Rigid, semi-rigid and articulated rotors, Feathering, flapping and lead-lag motion, Rigid, 2 Semi-rigid and articulated helicopter control system, Collective and cyclic pitch control, Yaw control, Throttle control, Anti-torque control, Solidity, Tip-speed ratio, In-flow ratio, Figure of merit AERODYNAMICS OF MAIN ROTOR 6 3 Coning of rotor, Dissymmetry of lift, Precession, Coriolis effect, Compressibility effects, Retreating blade stall, Reverse flow region, Flapping, feathering and lead-lag motion, Autorotation, Schrenk’s diagram, Various types of autorotative landings PERFORMANCE DURING HOVERING AND VERTICAL 6 4 The actuator-disc theory, Working states of rotor, Optimum rotor, Efficiency of rotor, Ground effect on lifting rotor, The effect of finite number of blades, Induced velocity and induced power, Total power PERFORMANCE DURING FORWARD FLIGHT a Blade forces and motion in forward flight, Force, torque and flapping coefficient, Induced 5 velocity and induced power in forward flight - Mangler and Squire method, Flight and wind tunnel test, The vortex wake, Aerofoil characteristics in forward flight, Helicopter trim analysis, Performance in forward flight DYNAMIC STABILITY AND CONTROL 4 6 Longitudinal and lateral stability, Equations of motion, Stability characteristics, Auto stabilization, Control response HELICOPTER VIBRATIONS 4 7 Sources of vibration, Active and passive methods for vibration control, Fuselage response,  Measurement of vibration in flight           Course"
"  AEN 402","  AIRCRAFT MAINTENANCE AND AIRWORTHINESS"," AIRWORTHINESS REGULATIONS 6  1 Airworthiness, Airworthiness standards, Airworthiness Authorities such as DGCA, FAA, CAA, JAR etc and their functions Salient features of their airworthiness regulations, Operations certification, Certificate of Airworthiness, Airworthiness Directives  WEIGHT AND BALANCE 4  2 Fundamental principles, terminologies used, Loading conditions, Determination of CG locations for light, medium and large aircrafts  MAINTENANCE SCHEDULES AND TECHNICAL PUBLICATIONS a Maintenance of aircraft, its components, systems and sub-systems Types of maintenance  3 schedules, Mandatory schedules, Inspection of aircraft and components Types of Inspections, Various Aircraft Manuals, Service Letters, Service Bulleting, Advisory Circulars, Repair, Modifications, Alteration, Reconditioning, History Record Sheet, Walk around inspection, Pre-flight checks MAINTENANCE OF STRUCTURE AND VARIOUS SYSTEMS 8 Maintenance of aircraft structure, propeller, power-plant, undercarriage, hydraulic system,  4 fuel system, pressurization system, air-conditioning system, Oxygen system, Fire protection system, Ice protection system, Rain-removal system, Auxiliary power unit, Ground run of piston engines and turbine engines  COMPONENT IDENTIFICATION  STANDARD HARDWARE 5  5 Aircraft station numbers, Zoning, Nomenclature  definitions, Part numbering, Aircraft drawings, Standards, Specifications, Threaded  non-threaded fasteners, cable fittings, turnbuckles, safety belts  AIRCRAFT ASSEMBLY AND RIGGING 6  6 Aircraft Assembly, Rigging, Alignment of fixed surfaces and control surfaces, Mechanical and hydraulic flight control systems Fly by wire system, Balancing, Inspection and Maintenance Flight control system of Helicopter  GROUND HANDLING AND SAFETY 6  7 Towing, Taxiing and Starting aircraft, Mooring, Jacking and hoisting of aircraft, Ground support equipments, Fuelling of aircraft, General Safety precautions, Compressed-gas safety, Fire safety, Flight-line safety           Course"
"  AEN 403","  WIND TURBINES","  INTRODUCTION 5 1 History of wind power technology, wind resources, economic viability, experience in Europe  and America, The Indian experience, factors in favor of wind energy, environmental effects  CLASSIFICATION OF WIND TURBINES 2 2 Types of wind energy collectors horizontal axis rotors Head on, fixed pitch and variable  pitch blade rotors, cross wind Vertical axis rotors Savonius type and its variants, Darrieus  type lift based devices and drag devices  DESIGN FEATURES 8 3 Description of various types of wind energy conversion systems (WECS) in use through  their design features from 1kW range onwards Considerations of complexities getting in to  the design and operation with increase in size and power output  APPLICATIONS OF WIND TURBINES 5 4 Standalone system water pumping, direct heating and electric generation applications Wind  energy farms Grid connected mode, hybrid mode  WIND DATA AND CHARACTERISTICS 5 5 Wind histories, wind characteristics, power in wind stream, recording wind streams, wind  rose, and choice of site  PERFORMANCE OF WIND TURBINES 6 6 Power extraction from the wind stream, Ideal power coefficient, typical performance curves  for various types, maximum power coefficients, speed-torque curves, power density of a  wind stream, ducted system, vortex generator  COMPLETE SYSTEM DESIGN 8 7 Objectives, power requirements, wind availability, type and size of WECS required, cost of  energy delivered, WECS viability, system characteristics, system requirements, system evaluation, design optimization, wind system design synthesis Independent design project           Course"
