"Code","Name","Detail"
"  EEN 413","  POWER SYSTEM OPERATION AND CONTROL"," ECONOMIC DISPATCH 6 1 Economic dispatch of hydro, thermal, hydro-thermal generating units, dispatch problem solution methods (any two), economic dispatch with  without transmission line losses Base point and participation factors, penalty factors FREQUENCY CONTROL AND AGC 9 2 Review of theory of frequency dynamics Multi-area frequency dynamics Load-frequency and tie-line power flow control Theory of Automatic Generation control, AGC implementation methods UNIT COMMITMENT 6 3 Introduction, constraints, Priority lists, Integer Programming, Dynamic Programming, Lagrangian Relaxation and Neural Net Methods INTERCONNECTED SYSTEMS OPERATION 5 4 Need of system interconnection Operating policies Economic interchange Optimal multi- area Operation ENERGY MANAGEMENT SYSTEMS AND REAL-TIME CONTROL 9 Energy management systems, Software systems, Computer hardware resources and 5 configurations Data management Communications and distributed computing Expert systems for contingency and security evaluation, event analysis, system restoration and reactive control Short range load forecasting, SCADA 6 POWER SYSTEMS OPERATIONAL SECURITY AND DISPATCH 7Review of security concept and state of operation, contingency analysis generation dispatch dynamic security power system state estimation maximum likelihood weighted least- squares estimation and measurements network observabilities and pseudo-measurements applications in system control           Course"
"  EEN 414"," UTILIZATION OF ELECTRICAL ENERGY AND ILLUMINATION
ENGINEERING","s     ELECTRIC ENERGY AS MECHANICAL POWER  Electric Drives Advantages of electric drives, Characteristics of different mechanical loads, Types of motors used in electric drive — Textile Drives, Steel rolling millsDC  AC traction motors, their characteristics, Traction Motor Control Starting and speed control of DC series motors, shunt transition, bridge transition, drum controller employing shunt transition, energy saving with series parallel starting, multiple unit control, braking of traction motors, Traction Railway electrification — definition and analysis of traction effort — speed — time curve — traction motors - battery driven vehicles - energy efficiency drives — advanced speed control measures- recent trend in electric traction  ll     ELECTRIC ENERGY AS THERMAL ENERGY  Electric Heating Advantages of electrical heating, Heating methods Resistance heating — direct and indirect resistance heating Induction heating, Electric arc heating, direct and indirect arc heating, Dielectric heating, Infra-red heating, Microwave heating Electric Welding Advantages of electric welding, Welding method Principles of resistance welding, types — spot, projection seam and butt welding Principle of are production, electric arc welding, characteristics of arc        ELECTRIC ENERGY AS CHEMICAL ENERGY Electrolytic Processes Need of electro-deposition, Laws of electrolysis, process of electro-deposition, Factors affecting electro-deposition, Principle of galvanizing and its applications Principles of anodizing and its applications, Electroplating on non-conducting materials, Manufacture of chemicals by electrolytic process and by electrolysis process     ELECTRIC ENERGY AS LIGHT ENERGY  Introduction Nature of light, curve of relative sensitivity of human eye, illumination terminology, illumination, Laws of illumination, luminous efficiency, glare, Color, contrast, shadow  Sources Different type of electric light sources — their operating characteristics Luminaire required for filament lamp, mercury vapour lamp, fluorescent lamp, metal halide lamp, neon lamp,Compact Fluorescent Lamps, LEDs General Illumination Design Calculation of number of light points for interior illumination, depreciation factor, room index and utilization factor, maintenance factor, space to height ratio, reflection factor, calculation of illumination at different points, Selection of equipment, Equipment efficiency Design of general illumination schemes Cove lighting and, louver design General lighting luminaire characteristics etcArea Lighting, Light Control Materials used for light control, Light — beam control, Surface and Media control, Luminaires for light control, Installation of the luminaires, Maintenance and Economics Maintenance of luminaire, Luminaire depreciation environment, Efficient light production methods, lighting economics  11     ELECTRIC ENERGY FOR REFRIGERATION  AIR CONDITIONING  Control of temperature - basic wiring diagram - simple heat load and motor calculations Air-conditioning - function of complete air conditioning system - type of compressor motor and fan motor-wiring diagram for a typical air conditioning unit"
"  EEN41","

ELECTRICAL SYSTEM INSTRUMENTATION AND PROCESS CONTROL"," REVIEW OF CONCEPTS OF SYSTEM RESPONSE 1 Response of first order systems including transfer function and transient response to different  , forcing functions Response of first order systems in series including non-interacting and  ~ interacting systems SENSORS AND TRANSDUCERS 2 Basic concepts and working principles of sensors and transducers for measuring process 8 variables like pressure, temperature, level and flow electromechanical, capacitive, inductive, resistive and photoelectric type proximity sensors CONTROLLER PRINCIPLES 3 Process characteristics Control system parameters Discontinuous controller modes  5 Continuous controller modes Composite control modes 4 ANALOG CONTROLLERS 5 General features Electronic controllers Pneumatic controllers Design considerations DIGITAL CONTROLLERS 5 Digital simulation of control systems Simulation software Computer software for process  6 control Microprocessor based controller CONTROL LOOP CHARACTERISTICS 6 Control system configuration Multivariable control system Control system quality and  5 stability Process loop tuning CONTROL EQUIPMENT AND FINAL CONTROL ELEMENTS Details of controllers including measurement unit, comparator, actuator and final control 7 elements Pneumatic, hydraulic and electric actuatorsControl valve characteristics  7 Pneumatic to electric and electric to pneumatic converters, hydraulic and pneumatic power supply system 8 PROGRAMMABLE LOGIC CONTROLLERS 4 Relay controllers and ladder diagrams Relay sequences PLC operation and programming Course"
"  EEN 416","  RENEWABLE ENERGY SYSTEMS","s     INTRODUCTION  Introduction to Energy Sources Energy sources and their availability, Non-renewable reserves and resources renewable resources, Transformation of Energy, Environmental effects, Energy conservation  1     SOLAR ENERGY  (a) Solar processes and spectral composition of solar radiation Radiation flux at the Earth s surface Solar collectors Types and performance characteristics solar energy storage  (b) Application of solar energy Solar thermal electric conversion, Thermal electric conversion systems, solar electric power generation, solar photo-Voltaics, solar cell principle, semiconductor junction, conversion efficiency and power output, Basic photovoltaic system for power generation  Nv     WIND ENERGY  Wind energy conversion efficiency limit for wind energy conversion, types of converters, aerodynamics of wind rotors, power ~ speed and torque ~ speed characteristics of wind turbines, wind turbine control systems conversion to electrical power induction and synchronous generators, grid connected and self excited induction generator operation, constant voltage and constant frequency generation with power electronic control, single and double output systems, reactive power compensation Characteristics of wind power plant     TIDAL ENERGY Wave characteristics, Conversion systems and their performance features application     GEOTHERMAL ENERGY Introduction to Geothermal Energy Conversion     BIOMASS ENERGY  Biomass resources, biomass conversion technologies, biogas plants, biomass co-generation, ethanol from biomass           Course"
"  EEN 417","  DIGITAL SIGNAL PROCESSING"," SIGNAL  SIGNAL PROCESSING 2 1 Classification of signals, typical signal processing operations, typical signal processing applications, why digital signal processing TIME DOMAIN REPRESENTATION OF SIGNALS  SYSTEMS 7 2 Discrete- time signals, operations on sequences, the sampling process, discrete-time systems,  time-domain characters tics of LTI discrete-time systems, state space representation of LTI discrete time systems     TRANSFORMATIONS 8 Domain representation of signals the discrete-time Fourier transform, discrete Fourier transform, computation of the DFT of real sequences, linear convolution using the DFT, the z- transform, the inverse z- transform     TIME DOMAIN REPRESENTATION OF LTI SYSTEMS 4 Frequency response, transferfunction , Digital two-pair stability test     DIGITAL PROCESSING OF CONTINUOUS TIME - SIGNALS 4 5 Sampling of continuous time signals, analysis filter design, anti- aliasing filter design, and reconstruction filter design     DIGITAL FILTER STRUCTURES 8 6 Block diagram representation, signal flow graph representation, equivalent structures, Basic FIR digital filter structures, Basic IIR filters structures, all pass filters, tunable structures     DIGITAL FILTER DESIGN 2 Preliminary conditions, impulse invariance method of IIR filter design, bilinear transform 7 method of IR filter design, design of filter IIR notch filters, FIR filter design based on truncated Fourier series, FIR filter design based on frequency sampling approach, computer- aided design of digital filters           Course"
"  EEN 461","  ADVANCED CONTROL SYSTEMS"," STATE VARIABLE ANALYSIS AND DESIGN 13 Introduction, Concepts of State, State Variables and State Model, State Models for Linear 1 Continuous-Time Systems, state variables and linear discrete- time systems, diagonalization, Solution of State Equations, Concepts of Controllability and Observability, Pole Placement by State Feedback, Observer Systems INTRODUCTION OF DIGITAL CONTROL 12 Digital control systems advantages and disadvantages of digital control, representation of 2 sampled process, the z-transform, the z-transfer function the inverse, -transform and response of linear discrete systems, the z-transform analysis of sampled-data control systems, the z-and s-domain relationship, stability analysis OPTIMAL CONTROL SYSTEMS 9 3 Introduction, parameter optimization servomechanisms, optimalcontrol problems state variable approach, the state regulator problem, the infinite-time regulator problem, the output regulator and the tracking problems NEURAL NETWORKS AND FUZZY SYSTEMS 8 4 Introduction to neural networks and fuzzy systems, intelligent control, models of neural networks and fuzzy systems Course"
" EEN 462","

UTILIZATION OF ELECTRICAL ENERGY AND ILLUMINATION
ENGINEERING","s     ELECTRIC ENERGY AS MECHANICAL POWER  Electric Drives Advantages of electric drives, Characteristics of different mechanical loads, Types of motors used in electric drive — Textile Drives, Steel rolling millsDC  AC traction motors, their characteristics, Traction Motor Control Starting and speed control of DC series motors, shunt transition, bridge transition, drum controller employing shunt transition, energy saving with series parallel starting, multiple unit control, braking of traction motors, Traction Railway electrification — definition and analysis of traction effort — speed — time curve — traction motors - battery driven vehicles - energy efficiency drives — advanced speed control measures- recent trend in electric traction  ll     ELECTRIC ENERGY AS THERMAL ENERGY  Electric Heating Advantages of electrical heating, Heating methods Resistance heating — direct and indirect resistance heating Induction heating, Electric arc heating, direct and indirect arc heating, Dielectric heating, Infra-red heating, Microwave heating Electric Welding Advantages of electric welding, Welding method Principles of resistance welding, types — spot, projection seam and butt welding Principle of arc production, electric arc welding, characteristics of arc     ELECTRIC ENERGY AS CHEMICAL ENERGY  Electrolytic Processes Need of electro-deposition, Laws of electrolysis, process of electro- deposition, Factors affecting electro-deposition, Principle of galvanizing and its applications Principles of anodizing and its applications, Electroplating on non-conducting materials, Manufacture of chemicals by electrolytic process and by electrolysis process     ELECTRIC ENERGY AS LIGHT ENERGY  Introduction Nature of light, curve of relative sensitivity of human eye, illumination terminology, illumination, Laws of illumination, luminous efficiency, glare, Color, contrast, shadow  Sources Different type of electric light sources — their operating characteristics Luminaire required for filament lamp, mercury vapour lamp, fluorescent lamp, metal halide lamp, neon lamp,Compact Fluorescent Lamps, LEDs General Illumination Design Calculation of number of light points for interior illumination, depreciation factor, room index and utilization factor, maintenance factor, space to height ratio, reflection factor, calculation of illumination at different points, Selection of equipment, Equipment efficiency Design of general illumination schemes Cove lighting and, louver design General lighting luminaire characteristics etcArea Lighting, Light Control Materials used for light control, Light — beam control, Surface and Media control, Luminaires for light control, Installation of the luminaires, Maintenance and Economics Maintenance of luminaire, Luminaire depreciation environment, Efficient light production methods, lighting economics  ll           ELECTRIC ENERGY FOR REFRIGERATION  AIR CONDITIONING  Control of temperature - basic wiring diagram - simple heat load and motor calculations Air-conditioning - function of complete air conditioning system - type of compressor motor and fan motor-wiring diagram for a typical air conditioning unitCourse"
"  EEN 463","  NEURAL NETWORKS AND FUZZY SYSTEMS"," INTRODUCTION 4 1 Biological neuron, Models of Artificial Neural Networks (ANN), Characteristics of Neural Networks, Different types of learning of neural network FUNDAMENTAL MODELS OF ANN 5 2 Mcculloch-Pitts, Hebbian, Perceptron, Delta, Owstrar, Boltzman, Adaline, Madaline Architecture, Algorithm and Applications 3 FEED FORWARD NETWORKS 4 Back propagation, Radial basis function- Architecture, Algorithm and Applications SELF ORGANIZING FEATURE MAP 4 4 Kohonen Self Organizing Maps, Learning Vector Quantization (LVQ), Max Net, Hamming Net-Architecture, Algorithm and Applications FEEDBACK NETWORKS 3 5 Hopfield Net- Architecture, Training Algorithm and Application for discrete and continuous net ASSOCIATIVE MEMORY NETWORKS 3 6 Hetero, Auto and Bi-directional Associative Networks-Architecture, Algorithm and Applications 7 APPLICATION OF NEURAL NETWORKS 3) Application of neural network in engineering areas INTRODUCTION OF FUZZY SYSTEMS 9 8 Fuzzy logic, classical sets and fuzzy sets, operations on fuzzy sets, properties of     fuzzy sets, crisp and fuzzy relations, membership functions, fuzzification, defuzzificationFUZZY RULE BASED SYSTEM 4 9 Formation of rules, decomposition of rules, aggregation and properties of fuzzy  tules, fuzzy inference system  APPLICATIONS OF FUZZY LOGIC 3 10 Fuzzy logic applications in various areas including power systems, image processing, control  systems, industries etc           Course"
" EEN 421"," EHVAC AND HVDC TRANSMISSION SYSTEM"," OVERVIEW 6 Comparison of EHV AC and DC transmission, description of DC transmission systems, 1 modern trends in AC and DC transmission Economic Comparison of HVAC and HVDC Bulk power transmission at extra high voltages Comparison of transmission system losses of HVAC and HVDC Transmission systems EHV AC SYSTEMS 6 2 Limitations of extra long AC transmission, Voltage profile and voltage gradient of conductor, Electrostatic field of transmission line, Reactive Power planning and control, EHV cable transmission system STATIC VAR SYSTEM 5 3 Reactive VAR requirements, Static VAR systems, SVC in power systems, design concepts     and analysis for system dynamic performance, voltage support, damping and reactivesupport     HVDC SYSTEM  Converter configurations and their characteristics, DC link control, converter control characteristics Monopolar operation, converter with and without overlap, smoothing reactors, transients in DC line, converter faults and protection, HVDC Breakers     CORONA AND INTERFERENCE Corona and corona loss due to EHV AC and HVDC, Radio and TV interference due to EHV AC and HVDC systems, methods to reduce noise, radio and TV interference     HARMONIC FILTERS Generation of harmonics, design of AC filters, DC filters     POWER FLOW ANALYSIS IN AC/DC SYSTEMS  Component models, solution of DC load flow, per unit system for DC quantities, solution techniques of AC-DC power flow equations, Parallel operation of HVDC/AC systems, Multi terminal systems           Course"
"  EEN 422","  ADVANCED POWER ELECTRONICS","s     ADVANCED DC-DC CONVERTERS  Non-isolated switch mode de-de converters converter transfer function, buck, boost, buck- boost, fourth order converters, bipolar output voltage converters, effect of converter non idealities, switch utilization factor Isolated switch mode converters Transformer circuit configurations, Buck derived isolated converters-single ended forward converter, half  full bridge converter, push pull converter, Boost derived isolated converters Soft switching de- de converters resonant converters, ZCS and ZVS topologies, generalized analysis of ZCS, zero voltage and zero current transition converters Voltage and current mode control of PWM converters  13        ADVANCED DC-AC CONVERTERS Methods of Harmonic Reduction Current Source Inverter, Variable DC Link Inverter, Boost Inverter Introduction to Inverter Circuit Design Multilevel Inverters Introduction and Basic        16Concept, Types of Multilevel Inverters (Diode Clamp, Flying Capacitor, Cascaded), Switching Device Currents, DC- Link Capacitor Voltage Balancing Features of Multilevel Converters Applications of Multilevel Inverters Reactive Power Compensation, Back to Back Intertying and Adjustable Speed Drives Resonant Pulse Inverters Introduction, Series and Parallel Resonant Inverters, ZVS and ZCS Resonant Converters     ADVANCED AC- DC CONVERTERS  Line Commutated Rectifiers 1o and 30 half and fully controlled rectifier configurations with R, L, RL and RLE load Continuous and Discontinuous Conduction Mode Definitions of Fundamental Real Power (P) and Reactive Power (Q) of converters and associated VAR Diagrams Effect of Source Inductance on output voltage Phase Control of output voltage and inverter mode (Line Commutated Inverter) Necessary Precautions in the inverter mode Multi-pulse methods for harmonics reduction Introduction to multi pulse methods for reduction of harmonics Principle of cancellation of harmonics, determination of phase shift and vector representation Analysis of 12 pulse converter (Wye-Wye and Wye-Delta) configuration for 30 degree phase shift Introduction to PWM rectifiers Power factor Corrected rectifiers     13        Course"
" EEN 423"," FAST TRANSIENTS IN POWER SYSTEMS"," INTRODUCTION TO FAST TRANSIENTS 6 Origin and nature of power system Transients, traveling waves on transmission system, the  1 line equation, the shape attenuation and distortion of waves, reflection of traveling waves , successive reflections, traveling waves on multi conductor systems, transition points on multi conductor circuits  2 LIGHTNING 5 Charge formation, mechanism of lightning stroke Mathematical model of lightning stroke  3 THEORY OF GROUNDS WIRES 5 Direct stoke to a tower, effect of reflection up and down the tower , the counterpoise SWITCHING SURGES 7  4 Normal frequency effects, high charging currents, cancellation waves, recovery voltage, restricting phenomena Protection of transmission systems against surge  INSULATION COORDINATION 10 Insulation coordination procedures (IEC) for high voltage systems Design criteria, classification of over voltages, insulation design for switching, lightning and temporary over  5 voltages, pollution, application of arresters for protection of lines and stations, statistical methods of insulation coordination, risk of failure, test prescriptions Insulation coordination procedures (IEC) for low voltage systems representative over voltages, selection of clearance and creep age distances, macro and micro environments, testing techniques TRANSIENTS IN INTEGRATED POWER SYSTEMS 5 Introduction, the short line or kilometric fault, line dropping and load rejection, voltage  6 transients on closing and re-closing lines, over voltages induced by faults, switching high- voltage direct current lines, switching surges on an integrated system, transients in the industrial power network, transients due to capacitor switching  COMPUTER AIDED CALCULATION OF ELECTRICAL TRANSIENTS 4  7 Introduction, pre-calculated curves for computing switching transient recovery voltages, the  transient network analyzer, computer aided treatment of transients           Course"
"  EEN 424","  ADVANCED DESIGN TECHNIQUES IN CONTROL SYSTEMS"," INTRODUCTION 3)  1 Multivariable systems, design requirements of feedback control systems, limitations of classical control methods, modern versus classical control methods PERFORMANCE AND UNCERTAINTY REPRESENTATION FOR MIMO  5 SYSTEMS  2 Operator norms , Singular Values, use of singular values for assessing performance, open  closed loop requirements, , representation of uncertainty, stability robustness  performance robustness OPTIMAL CONTROL DESIGN 5  3 Performance indices, optimal control, linear quadratic regulators, performance and robustness of optimal state feedback , tracking control,  LQG/LTR 5  4 LQG problem and design methods, , Loop Transfer Recovery (LTR), design, design procedure for square plant, shaping of singular values  Ho BASED ROBUST CONTROL METHODS 8 Hee problem formulation, Youla (or Q) parameterization, fractional representations,  5 parameterization of all stabilizing controllers, parameterization of closed loop transfer functions Equivalence to model matching problem and Hankel approximation problem, 1- block, 2-block and 4-block problems, solution of He control problem FUZZY LOGIC SYSTEMS 8  6 fuzzy versus crisp, introduction to fuzzy sets, operations  relations on crisp and fuzzy sets, crisp logic, predicate logic, fuzzy logic, fuzzy rule based systems, fuzzification, knowledge base, decision making, defuzzification,  FUZZY LOGIC CONTROL AND APPLICATIONS 8  7 Fuzzy logic control architectures of fuzzy logic control systems, engineering applications  of fuzzy logic control           Course"
" EEN 425"," STATIC REACTIVE POWER CONTROL AND FACTS","  INTRODUCTION 6  1 Principles of reactive power control in load and transmission line compensation, series and shunt reactive power compensation Concepts of Flexible AC Transmission System (FACTS)  2 Power Semiconductor Devices, Voltage-sourced converters, Self and line-Commutated  8 Current-Sourced Converters  3 Static shunt compensators, Static series compensators, Static Voltage and phase angle  20 regulators, Unified Power Flow Controller and interline Power Flow Controller  4 Special topics TCBR, Sen Transformer, Harmonics and filters 8  Course"
"  EEN 431","  ELECTRICAL MACHINES","MAGNETIC CIRCUITS  Magnetic Circuit properties, Magnetic materials, magnetic circuit calculation, transformer magnetic circuit, machine magnetic circuit, total flux, leakage flux effects in transformers and machine, effect of saturation     SINGLE PHASE STATIC TRANSFORMERS  Introduction to transformers types, core, winding, insulation, induced voltage, transformer on open circuit, ideal transformer, dot convention, equivalent circuit of practical transformer, regulation and efficiency from approximate equivalent circuit Losses in a transformer calculation of eddy current and hysteresis losses, open circuit and short circuit tests Parallel operation of single phase transformers Autotransformer     DC MACHINES  Generalized singly and doubly excited electromechanical conversion system  DC machines principles and construction generator action, motor action, commutator, commutation action using split ring, pole cores, shunt and series winding, interpolar and compensating windings, brushes, armature core Armature windings types, armature reaction DC generator back torque, magnetization characteristics, effect of speed upon voltage, leakage flux, separately and self excited generators, voltage buildup, external characteristics of series, shunt and compound generators, voltage regulation  DC motor back emf, variation of back emf, torque, power developed, armature current with speed for shunt series and compound motors, effect of saturation, speed regulation, starters, speed control of DC motors, braking of DC motors     THREE PHASE INDUCTION MACHINES  General construction features, rotating field theory, per phase equivalent circuit, approximate equivalent circuit, production of torque, slip, torque speed characteristics, max power and max torque criterion, maximum efficiency criterion, no load and blocked rotor test to determine performance parameters Starting rotor rheostat starter, reduced voltage starting, star delta starting Deep bar and double cage rotor Speed control pole changing, line voltage control, line frequency control, rotor resistance control, injection of emf in the rotor circuit Introduction to Braking Introduction to Single Phase Induction Motor  ll     SYNCHRONOUS MACHINE  Construction features, armature windings, winding connections, induced emf equation, equivalent circuit, synchronous and leakage reactance, cylindrical rotor machine performance with constant synchronous reactance, armature reaction, vector diagram, generator external characteristics and voltage regulation, Efficiency, losses in synchronous generator, parallel operation of synchronous generators  operation of synchronous motor, V curves and inverted V Curves, effects of armature reaction, vector diagrams, effect of change in load and field excitation, electromagnetic power in salient and cylindrical rotor motor, hunting, damping, methods of starting of synchronous motor     ll        Course"
"

EEN 432","

POWER GENERATION, TRANSMISSION AND UTILIZATION","s     ELECTRIC POWER GENERATION  Conventional and non-conventional sources of energy, thermal, hydroelectric, diesel, nuclear power plants, solar, wind geothermal, tidal, MHD power Generation Power Plant economics, load factor, demand factor, diversity factor, plant factor, tariff, depreciation Power factor, importance and improvement techniquesof power factor  10     ELECTRIC POWER TRANSMISSION  Overhead and underground power transmission systems, arrangement of conductors, transmission line supports and their location, economic span, choice of transmission voltage, line insulation types, string efficiency, impulse ratio, arcing horns and rings, failure of insulation Phenomena of corona, disruptive critical voltage, advantages and disadvantages of corona Calculation of transmission line inductance and capacitance, GMD and GMR, bundled conductors, transposition, representation of short, medium and long lines, ABCD constants, Performance analysis of transmission lines using nominal T and a methods  10     ELECTRIC POWER DISTRIBUTION  Classification and arrangement of distribution systems, voltage dropcalculations in radial and ring mains, comparison of different AC/DC distribution systemsUnderground cables, different types, insulation resistance, capacitance of single core cables,grading of cables, capacitance of three core cables, sheath effects        UTILIZATION OF ELECTRICAL ENERGY  Introduction to Illumination, Nature of light, curve of relative sensitivity of human eye, illumination terminology, illumination, Laws of illumination, luminous efficiency, glare, Color, contrast, shadow Different type of electric light sources — their operating characteristics Luminaire required for filament lamp, mercury vapour lamp, fluorescent lamp, metal halide lamp, neon lamp,Compact Fluorescent Lamps, LEDs General ideas bout street lighting, flood lighting, tunnel lighting, monument lighting and decorative lighting, area lighting luminaire characteristics etc Introduction to Electric Heating, advantages of electrical heating, Heating methods Resistance heating — direct and indirect resistance heating Induction heating, Electric are heating, direct and indirect arc heating, Dielectric heating, Infra-red heating, Microwave heating Electric Welding Advantages of electric welding, Welding method Principles of resistance welding, types — spot, projection seam and butt welding Principle of arc production, electric arc welding, characteristics of arc        14Course"
"  EEN 416","  RENEWABLE ENERGY SYSTEMS","  INTRODUCTION 4  1 Introduction to Energy Sources Energy sources and their availability, Non-renewable reserves and resources renewable resources, Transformation of Energy, Environmental effects, Energy conservation SOLAR ENERGY 8 (c) Solar processes and spectral composition of solar radiation Radiation flux at the Earth s surface Solar collectors Types and performance characteristics solar energy  2 storage (d) Application of solar energy Solar thermal electric conversion, Thermal electric conversion systems, solar electric power generation, solar photo-Voltaics, solar cell principle, semiconductor junction, conversion efficiency and power output, Basic photovoltaic system for power generation WIND ENERGY a Wind energy conversion efficiency limit for wind energy conversion, types of converters, aerodynamics of wind rotors, power ~ speed and torque ~ speed characteristics of wind  3 turbines, wind turbine control systems conversion to electrical power induction and synchronous generators, grid connected and self excited induction generator operation, constant voltage and constant frequency generation with power electronic control, single and double output systems, reactive power compensation Characteristics of wind power plant  4 TIDAL ENERGY 3 Wave characteristics, Conversion systems and their performance features application  5 GEOTHERMAL ENERGY 3     Introduction to Geothermal Energy ConversionBIOMASS ENERGY Biomass resources, biomass conversion technologies, biogas plants, biomass co-generation, ethanol from biomass     HYDRO ENERGY Electricity generation and Water pumping, Micro/Mini hydropower systems, Water pumping and conversion to electricity     HYDROGEN, FUEL CELL Hydrogen, generation, storage, transport and utilization and transport Fuel cell technology — Types, power generation and economics           Course"
"  EEN 434","  POWER ELECTRONICS"," POWER ELECTRONIC DEVICES 5 1 Introduction to power switching devices, basic structure and physics of device operation, switching and I-V characteristics (diodes, thyristors, GTO, BJT, Power MOSFET, IGBT) Series and parallel operation of thyristors PRACTICAL CONVERTER DESIGN CONSIDERATIONS 3 2 Snubber Circuits Function and type of snubber circuits, Turn off, turn on and Overvoltage Snubbers Gate and Base Drive Circuits Trigger techniques, optical isolators, protection circuits, isolation transformers AC- DC CONVERSION CIRCUITS 8 Introduction to Power Processing, Principles of Steady State Converter Analysis Inductor 3 volt-second balance, Capacitor Charge Balance and Small Ripple Approximation Line  Commutated Rectifiers Natural Commutation of SCRS, 1o and 30 half and fully controlled rectifier configurations with R, L, RL and RLE load Continuous and Discontinuous Conduction ModeCHOPPER CIRCUITS Types of chopper step up, step down Different classes of chopper circuits Class A, B, C, D,E for R, R-L and RLE load Types of commutation circuits     DC-DC SWITCH MODE CONVERTERS Introduction to DC-DC Converters, Control of DC-DC Converters, Buck Converter, Boost Converter, Buck-Boost Converter, Cuk Converter, Full Bridge DC-DC Converter     AC VOLTAGE CONTROLLERS  Basic Principle, Analysis of 1© operation with R and RL Load, Load and Supply Current Characteristics 30 Fully and Half controlled Regulator Analysis of operation for R and RL Load (various modes of operation)     DC-AC CONVERSION 1- © and 3- @ bridge inverters, Voltage Control of Three Phase Inverters Sinusoidal PWM, 60 Degree PWM, Third Harmonic PWM Comparison of Various PWM Techniques     CYCLOCONVERTORS  Basic Operational features and Operating Principles Mathematical Representation (output voltage and Input Current) of Static Frequency Changers Synthesis of the Output Voltage Waveform           Course"
" EEN 435","  ELECTRICAL MEASUREMENT AND INSTRUMENTATION"," INTRODUCTION Functional elements of an instrument, static and dynamic characteristics, errors in  1 measurement, statistical evaluation of measurement data, standard and calibration  6 Measurement of Error, Accuracy and Precision, significant figures, types of error, Statistical analysis of data, probability of errors, limiting errors  ANALOG INSTRUMENTS  2 Electromechanical instuments — moving, coil, moving iron, electrostatic instruments, 10 current, voltage and power measurements, induction type energy meter, frequency meter, power factor meter, megger, magnetic measurements, instrument transformers  SENSORS AS TRANSDUCERS  3 Classification of Transducers, selection of transducers resistive, capacitive and inductive 8 transducers, piezo electric Transducers, optical and digital transducers, transducers for measurement of displacement, temperature, level, flows, pressure, velocity and acceleration BRIDGE MEASUREMENTS,  4 Wheatstone Bridge, Kelvin Bridge, ac bridge and their application for the measurement of 7 self-inductance and mutual inductance, Wagner Ground connection, measurement of capacitance, Measurement of low and high resistance  ANALOG ELECTRONIC INSTRUMENTATION  5 Analog electronic voltmeters, tuned and sampling voltmeters, Analog electronic wattmeter  3 and energy meter  SIGNAL GENERATORS AND ANALYSERS  6 Introduction to signal generators, characteristics of signal generators, multi-vibrators, CRO,  3 harmonic distortion and spectrum analyzer  DIGITAL ELECTRONIC MEASUREMENT 7 Digital counter-timer and frequency meter, time standards, digital voltmeter and multimeter,  5  accuracy and resolution considerations, comparison with analog electronic instruments           Course"
"  GSC101","  ENVIRONMENTAL SCIENCES","s     Multi-discipline nature of environmental studies as applied to different engineering streams -  6                        1 Definitions, scopes and explanations  2 Types of Ecosystems — System dynamics — Understanding ecosystems, Ecosystem 6 degradation, Resource utilization, Ecosystem diversity, Habitat classification  3 Natural Resources Renewable and non-renewable- Natural resources and associated 6 problems, Non-renewable resources, Renewable resources  4 Energy and Environment- Fossil fuel, Geothermal, tidal, nuclear, solar, wind, hydropower   6 biomass  5 Environment pollution- Air Pollution, Water Pollution, Soil Pollution, Marine Pollution, 6 Noise Pollution, Thermal Pollution, Nuclear hazards  6 Cleaner Production and life cycle analysis - LCA methodology, steps and tools, ELA and  6 Environment audit Environment Development and Society- Emerging technology for sustainable development  6  7 and environment management, public participation and provision in management and     legislation        Course"
" £ MAN 101","   MATHEMATICS I"," 1 INFINITE SERIES 8  Infinite series and convergence, alternating series, power series and convergence Taylor’s and Maclaurin’s Series (Scope as in Chapter 8, Sections 81, 83 — 89 of Reference Book 1)     2 MULTIVARIABLE FUNCTIONS 10 Limit, Continuity and Partial Derivatives Euler’s Theoem for Homogeneous functions Differentiability, Linearization and Differentials Chain rule Extreme values and Saddle Points Lagrange multipliers Taylor’s Formula  (Scope as in Chapter 12, Sections 121 — 126, 128 — 1210 of Reference Book 1)     3 SOLID GEOMETRY 4  Cylinders and Quadric surfaces, Cylindrical and Spherical Coordinates (Scope as in Chapter10, Sections106 and 107 of Reference Book 1)     4 INTEGRAL CALCULUS 8 Area between plane curves Volumes of solids of revolution Lengths of plane curves Areas of surfaces of revolution Double integrals in rectangular and Polar form, Triple integrals in Rectangular, Cylindrical and Spherical coordinates, Substitutions in Multiple Integrals  (Scope as in Chapter 5, Sections 51, 53, 55, 56 and Chapter 13 Sections 131, 133, 134,136 and 137 of Reference Book 1)     5 ORDINARY DIFFERENTIAL EQUATIONS 12 First order exact differential equations, Integrating factor, Orthogonal trajectories, Second and Higher order Linear Differential Equations with constant coefficients, Differential Operators, Methods of Variation of Parameters and Undetermined Coefficients, Euler Cauchy Equation, Wronskian (Scope as in Chapter 1, Section 15, 18 Chapter 2, 21-24, 26, 29-210, 213- 215 of Reference Book 2)           Course"
